Node 1 Name,Node 1 Tissue,Node 2 Name,Node 2 Tissue,edge_dir
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",Plasma,Neostigmine ,Plasma,1
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",Plasma,Phenoxyacetic acid,Plasma,1
1-Monoacetin,Plasma,2-Naphthol,Plasma,1
1-Monoacetin,Plasma,5-Hydroxytryptophan,Plasma,1
1-Monoacetin,Plasma,alpha-Tocopherol,Plasma,1
1-Monoacetin,Plasma,Diphenyl ether,Plasma,1
1-Monoacetin,Plasma,Phloroglucinol,Plasma,1
1-Monoacetin,Plasma,Salsoline,Plasma,1
1-Monoacetin,Plasma,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",Plasma,1
1-Monoacetin,Plasma,L-Tyrosine,Plasma,1
1-Octanol,Plasma,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",Plasma,1
1-Octanol,Plasma,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",Plasma,1
"1-Octanol, 2-butyl-",Plasma,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",Plasma,1
"1-Octanol, 2-butyl-",Plasma,"Benzene, 1,1'-(1,2-cyclobutanediyl)bis-",Plasma,1
"1-Octanol, 2-butyl-",Plasma,Naphthofluorescein,Plasma,-1
1-Phenethylamine,Plasma,10-Heptadecenoic acid,Plasma,1
1-Phenethylamine,Plasma,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,1
1-Phenethylamine,Plasma,5-Hydroxytryptophan,Plasma,1
1-Phenethylamine,Plasma,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",Plasma,1
1-Phenethylamine,Plasma,Cadaverine,Plasma,1
1-Phenethylamine,Plasma,"Furan, 2-pentyl-",Plasma,1
1-Phenethylamine,Plasma,"L-Tryptophan, N-acetyl-1",Plasma,1
1-Phenethylamine,Plasma,"Stigmast-5-ene, 3beta-",Plasma,1
1-Phenethylamine,Plasma,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",Plasma,1
"1-Phenyl-1,2-ethanediol",Plasma,Benzeneacetamide,Plasma,-1
"1-Phenyl-1,2-ethanediol",Plasma,Octocrylene,Plasma,1
1-Phenylethanol,Plasma,3-Hydroxybutyric acid,Plasma,-1
1-Phenylethanol,Plasma,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",Plasma,-1
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",Plasma,Lactic Acid,Plasma,1
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",Plasma,Mirin,Plasma,-1
1-Tetradecanol,Plasma,"9,12-Octadecadienoic acid",Plasma,1
"1,1'-Biphenyl, 3,4-diethyl-",Plasma,10-Heptadecenoic acid,Plasma,1
"1,1'-Biphenyl, 3,4-diethyl-",Plasma,4-Cumylphenol,Plasma,1
"1,1'-Biphenyl, 3,4-diethyl-",Plasma,Cadaverine,Plasma,1
"1,1'-Biphenyl, 3,4-diethyl-",Plasma,"Stigmast-5-ene, 3beta-",Plasma,1
"1,1'-Biphenyl, 3,4-diethyl-",Plasma,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",Plasma,1
"1,1'-Biphenyl, 3,4-diethyl-",Plasma,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",Plasma,1
"1,2-Benzenedicarboxylic acid",Plasma,"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide ",Plasma,-1
"1,2-Benzenedicarboxylic acid",Plasma,"Acetic acid, bis[(trimethylsilyl)oxyl]-",Plasma,1
"1,2-Benzenedicarboxylic acid",Plasma,"Benzenemethanamine, 2,3-dimethoxy-",Plasma,1
"1,2-Benzenedicarboxylic acid",Plasma,Benzyl alcohol,Plasma,1
"1,2-Benzenedicarboxylic acid",Plasma,Boric acid,Plasma,1
"1,2-Benzenedicarboxylic acid",Plasma,Decanoic acid,Plasma,1
"1,2-Benzenedicarboxylic acid",Plasma,Lactic Acid,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,"(R*,S*)-2,3-Dihydroxybutanoic acid",Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,1-(4-Hydroxybenzylidene)acetone,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,1-Monoacetin,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,12-Oxooctadecanoate,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,2-Heptenoic acid,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,2-Methyl-4-pentenoic acid,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,2-Naphthol,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,3-Amino-5-morpholinomethyl-2-oxazolidinone,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,3-Hydroxyisovaleric acid,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,"3,5-Dimethylpyrazole",Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,5-Henicosylresorcinol,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,5-Hydroxytryptophan,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,7-(Trimethylsilyl)amino-4-methylcoumarin,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,"Acetin, bis-1,3-trimethylsilyl ether",Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,alpha-Tocopherol,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,"Benzimidazole, 5-trifluoromethyl-2-methyl-",Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Benzophenone,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Dinoseb ,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Diphenyl ether,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,"DL-Proline, 5-oxo-",Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Hydantoic acid,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Isofucosterol,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Isopropyl palmitate,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Methyl aminoacetate,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,"N,N-Diethyl-2-aminoethanol",Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Neostigmine ,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Niclosamide,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Nonadecanoic acid,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Phenoxyacetic acid,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Phlorizin,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Phloroglucinol,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Pimelic acid,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,"Propanetriol, 2-methyl-",Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,S-Methyl-L-cysteine,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Salsoline,Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,"Stigmast-5-ene, 3beta-",Plasma,1
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,L-Tyrosine,Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,(pm)-alpha-Tocopherol acetate,Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,3'-Hydroxyacetophenone,Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,5-Aminovaleric acid,Plasma,-1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,"6,7,4'-Trihydroxyisoflavone",Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,"Benzaldehyde, 2,5-dimethyl-",Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,"Cetaben, N,O-bis(trimethylsilyl)-",Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,D-Fructose,Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,Desmosterol,Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,Glyoxime,Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,Levulinic acid,Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,Nonadecanoic acid,Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,"Propanetriol, 2-methyl-",Plasma,1
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,Propylamine,Plasma,1
"1,3-Cyclohexanebis(methylamine)",Plasma,DL-Phenylalanine,Plasma,1
"1,3,5-Benzetriol",Plasma,(pm)-alpha-Tocopherol acetate,Plasma,1
"1,3,5-Benzetriol",Plasma,4-Cumylphenol,Plasma,1
"1,3,5-Benzetriol",Plasma,7-(Trimethylsilyl)amino-4-methylcoumarin,Plasma,1
"1,3,5-Benzetriol",Plasma,Cyclobutanol,Plasma,1
"1,3,5-Benzetriol",Plasma,Deoxycholic Acid,Plasma,1
"1,3,5-Benzetriol",Plasma,Dinoseb ,Plasma,1
"1,3,5-Benzetriol",Plasma,DL-Glyceraldehyde,Plasma,1
"1,3,5-Benzetriol",Plasma,Guanabenz,Plasma,1
"1,3,5-Benzetriol",Plasma,Isopropyl palmitate,Plasma,1
"1,3,5-Benzetriol",Plasma,Methyl aminoacetate,Plasma,1
"1,3,5-Benzetriol",Plasma,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,Plasma,1
"1,3,5-Benzetriol",Plasma,Nitrosothymol,Plasma,1
"1,3,5-Benzetriol",Plasma,Nonadecanoic acid,Plasma,1
"1,3,5-Benzetriol",Plasma,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",Plasma,1
"1,3,5-Benzetriol",Plasma,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",Plasma,1
"1,3,5-Benzetriol",Plasma,Triethanolamine,Plasma,1
"1,3,5-Benzetriol",Plasma,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",Plasma,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Plasma,"1,5-Anhydroglucitol",Plasma,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Plasma,Malic acid,Plasma,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Plasma,Phosalone,Plasma,1
10-Heptadecenoic acid,Plasma,1-Monoacetin,Plasma,1
10-Heptadecenoic acid,Plasma,2-Methyl-4-pentenoic acid,Plasma,1
10-Heptadecenoic acid,Plasma,2-Naphthol,Plasma,1
10-Heptadecenoic acid,Plasma,3'-Hydroxyacetophenone,Plasma,1
10-Heptadecenoic acid,Plasma,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",Plasma,1
10-Heptadecenoic acid,Plasma,"Benzaldehyde, 2,5-dimethyl-",Plasma,1
10-Heptadecenoic acid,Plasma,"Benzimidazole, 5-trifluoromethyl-2-methyl-",Plasma,1
10-Heptadecenoic acid,Plasma, 5-Hydroxyhexanoic acid,Plasma,1
10-Heptadecenoic acid,Plasma,D-Fructose,Plasma,1
