Node 1 Name,Node 1 Tissue,Node 2 Name,Node 2 Tissue,edge_dir
Ubl3,Choroid Plexus,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",Plasma,1
Ubl3,Choroid Plexus,Propylamine,Plasma,1
Ubl3,Choroid Plexus,Tartronic acid,Plasma,1
Ubl3,Choroid Plexus,Triethanolamine,Plasma,1
Eif3h,Choroid Plexus,"Dodecane, 4,6-dimethyl-",Plasma,-1
Opa1,Choroid Plexus,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,-1
Opa1,Choroid Plexus,beta-Lyxopyranose,Plasma,1
Opa1,Choroid Plexus,Isofucosterol,Plasma,1
Opa1,Choroid Plexus,"N,O-Bis(trimethylsilyl)carbamate",Plasma,1
Opa1,Choroid Plexus,p-Toluic acid,Plasma,1
Opa1,Choroid Plexus,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",Plasma,1
Opa1,Choroid Plexus,Triethanolamine,Plasma,1
Bnip1,Choroid Plexus,"Benzoic acid, methyl ester",Plasma,1
Fzr1,Choroid Plexus,"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,-1
Fzr1,Choroid Plexus,Nitrosothymol,Plasma,-1
Tmem184c,Choroid Plexus,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",Plasma,1
Tmem184c,Choroid Plexus,cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,Plasma,1
Tmem184c,Choroid Plexus,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,Plasma,1
Tmem184c,Choroid Plexus,Triethanolamine,Plasma,1
Apc2,Choroid Plexus,1-Hexadecanol,Plasma,1
Apc2,Choroid Plexus,"1,2-Benzenedicarboxylic acid",Plasma,1
Apc2,Choroid Plexus,Decanoic acid,Plasma,1
Apc2,Choroid Plexus,Dihydrouracil,Plasma,-1
Apc2,Choroid Plexus,Ethanolamine,Plasma,-1
Apc2,Choroid Plexus,Glyceric acid,Plasma,-1
Apc2,Choroid Plexus,L-Isoleucine,Plasma,-1
Apc2,Choroid Plexus,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",Plasma,-1
Kpna4,Choroid Plexus,1-Hexadecanol,Plasma,-1
Gm43339,Choroid Plexus,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,-1
Por,Choroid Plexus,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,-1
Lpgat1,Choroid Plexus,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,-1
Tmem204,Choroid Plexus,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,-1
Aqp11,Choroid Plexus,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,-1
Col8a1,Choroid Plexus,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,-1
Ric3,Choroid Plexus,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,-1
Dcaf12l1,Choroid Plexus,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,-1
Por,Choroid Plexus,"Glycine, N-(1-oxobutyl)-",Plasma,1
Por,Choroid Plexus,Uracil,Plasma,1
Lpgat1,Choroid Plexus,10-Heptadecenoic acid,Plasma,1
Lpgat1,Choroid Plexus,2-Amino-4-methylphenol,Plasma,1
Lpgat1,Choroid Plexus,3-Hexenedinitrile,Plasma,1
Lpgat1,Choroid Plexus,"6,7,4'-Trihydroxyisoflavone",Plasma,1
Lpgat1,Choroid Plexus,p-Toluic acid,Plasma,1
Flcn,Choroid Plexus,2-Hydroxybutyric acid,Plasma,1
Tmem204,Choroid Plexus,N-Isovaleroylglycine,Plasma,1
Ric3,Choroid Plexus,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",Plasma,1
Ric3,Choroid Plexus,Aceturic acid,Plasma,1
Ric3,Choroid Plexus,"D-(-)-Fructofuranose, pentakis",Plasma,-1
Dcaf12l1,Choroid Plexus,"Benzimidazole, 5-trifluoromethyl-2-methyl-",Plasma,1
Dcaf12l1,Choroid Plexus,"Benzoic acid, pentadecyl ester",Plasma,1
Dcaf12l1,Choroid Plexus,Butylated Hydroxytoluene,Plasma,1
Dcaf12l1,Choroid Plexus,Latanoprost lactone diol,Plasma,-1
Dcaf12l1,Choroid Plexus,"N,O-Bis(trimethylsilyl)carbamate",Plasma,1
Dcaf12l1,Choroid Plexus,p-Toluic acid,Plasma,1
Glod4,Choroid Plexus,"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",Plasma,1
Glod4,Choroid Plexus,cyclobutanecarboxylic acid,Plasma,1
Glod4,Choroid Plexus,L-5-Oxoproline,Plasma,1
Glod4,Choroid Plexus,L-Aspartic acid,Plasma,1
Niban1,Choroid Plexus,"1-Octanol, 2-butyl-",Plasma,-1
Niban1,Choroid Plexus,Atrazine desethyl,Plasma,1
Mafg,Choroid Plexus,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,1
Mafg,Choroid Plexus,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",Plasma,1
Mafg,Choroid Plexus,Aceturic acid,Plasma,1
Mafg,Choroid Plexus,Dinoseb ,Plasma,1
Mafg,Choroid Plexus,Isofucosterol,Plasma,1
Mafg,Choroid Plexus,Isopropyl palmitate,Plasma,1
Dynlt2b,Choroid Plexus,1-Phenethylamine,Plasma,1
Dynlt2b,Choroid Plexus,10-Heptadecenoic acid,Plasma,1
Dynlt2b,Choroid Plexus,2-Hydroxy-3-methylbutyric acid,Plasma,1
Dynlt2b,Choroid Plexus,5-Hydroxyquinoline,Plasma,1
mt-Tl1,Choroid Plexus,1-Phenethylamine,Plasma,-1
mt-Tl1,Choroid Plexus,DL-Glyceraldehyde,Plasma,-1
mt-Tl1,Choroid Plexus,L-Aspartic acid,Plasma,-1
Cope,Choroid Plexus,"1-Phenyl-1,2-ethanediol",Plasma,-1
Nt5m,Choroid Plexus,"1-Phenyl-1,2-ethanediol",Plasma,-1
Mfsd2a,Choroid Plexus,"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",Plasma,1
Tatdn2,Choroid Plexus,"1,1'-Biphenyl, 3,4-diethyl-",Plasma,-1
Tatdn2,Choroid Plexus,2-Aminoadipic acid,Plasma,-1
Tatdn2,Choroid Plexus,"Inosose-2, 1,3,4,5,6-pentakis-",Plasma,-1
Tatdn2,Choroid Plexus,"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",Plasma,-1
Mrps18a,Choroid Plexus,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,-1
Mrps18a,Choroid Plexus,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,-1
Mrps18a,Choroid Plexus,D-(-)-Citramalic acid,Plasma,-1
Sox13,Choroid Plexus,"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,1
Sox13,Choroid Plexus,2-Aminoadipic acid,Plasma,1
Sox13,Choroid Plexus,Sertraline carbamoyl glucuronide,Plasma,1
Rmnd5b,Choroid Plexus,"1,3,5-Benzetriol",Plasma,-1
2810021J22Rik,Choroid Plexus,"1,3,5-Benzetriol",Plasma,1
Zfp1007,Choroid Plexus,"1,3,5-Benzetriol",Plasma,1
Zfp1007,Choroid Plexus,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",Plasma,1
Zfp1007,Choroid Plexus,Dinoseb ,Plasma,1
Zfp1007,Choroid Plexus,Guanabenz,Plasma,1
Zfp1007,Choroid Plexus,Isopropyl palmitate,Plasma,1
Zfp1007,Choroid Plexus,Propylamine,Plasma,1
Zfp1007,Choroid Plexus,Triethanolamine,Plasma,1
2410124H12Rik,Choroid Plexus,2-Ketoisocaproic acid,Plasma,1
G2e3,Choroid Plexus,"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Plasma,1
G2e3,Choroid Plexus,2-Isopropyl-5-methyl-1-heptanol ,Plasma,-1
G2e3,Choroid Plexus,3-Amino-2-piperidone,Plasma,-1
G2e3,Choroid Plexus,"6,7,4'-Trihydroxyisoflavone",Plasma,-1
Ergic2,Choroid Plexus,"1,5-Anhydroglucitol",Plasma,-1
Ergic2,Choroid Plexus,N-(Trimethylsilyl)hexanamide,Plasma,1
Ibtk,Choroid Plexus,10-Heptadecenoic acid,Plasma,1
Ibtk,Choroid Plexus,Trimidox,Plasma,-1
Osbp,Choroid Plexus,10-Heptadecenoic acid,Plasma,1
Rpp30,Choroid Plexus,10-Heptadecenoic acid,Plasma,1
Sh2b3,Choroid Plexus,10-Heptadecenoic acid,Plasma,1
Stxbp4,Choroid Plexus,10-Heptadecenoic acid,Plasma,1
Cnnm4,Choroid Plexus,10-Heptadecenoic acid,Plasma,1
Osbp,Choroid Plexus,2-Amino-4-methylphenol,Plasma,1
Osbp,Choroid Plexus,2-Isopropyl-5-methyl-1-heptanol ,Plasma,1
Osbp,Choroid Plexus,3-Methoxysalicylic acid,Plasma,-1
Osbp,Choroid Plexus,5-Hydroxyquinoline,Plasma,1
Osbp,Choroid Plexus,"6,7,4'-Trihydroxyisoflavone",Plasma,1
Osbp,Choroid Plexus,Arachidonic acid,Plasma,1
Osbp,Choroid Plexus,beta-Lyxopyranose,Plasma,1
Osbp,Choroid Plexus,DL-Glyceraldehyde,Plasma,1
Osbp,Choroid Plexus,p-Toluic acid,Plasma,1
Osbp,Choroid Plexus,Sertraline carbamoyl glucuronide,Plasma,1
Rpp30,Choroid Plexus,"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,1
Rpp30,Choroid Plexus,3-Hexenedinitrile,Plasma,1
Rpp30,Choroid Plexus,3-Methoxysalicylic acid,Plasma,-1
Rpp30,Choroid Plexus,"3,5-Dimethylpyrazole",Plasma,1
Rpp30,Choroid Plexus,"6,7,4'-Trihydroxyisoflavone",Plasma,1
Rpp30,Choroid Plexus,"Benzimidazole, 5-trifluoromethyl-2-methyl-",Plasma,1
Rpp30,Choroid Plexus,"Benzoic acid, pentadecyl ester",Plasma,1
Rpp30,Choroid Plexus,Dinoseb ,Plasma,1
Rpp30,Choroid Plexus,Levulinic acid,Plasma,1
Rpp30,Choroid Plexus,"Propanetriol, 2-methyl-",Plasma,1
Sh2b3,Choroid Plexus,Levulinic acid,Plasma,1
Stxbp4,Choroid Plexus,D-Fructose,Plasma,1
Stxbp4,Choroid Plexus,Isopropyl palmitate,Plasma,1
Stxbp4,Choroid Plexus,Levulinic acid,Plasma,1
Stxbp4,Choroid Plexus,Methyl aminoacetate,Plasma,1
Atf6b,Choroid Plexus,12-Oxooctadecanoate,Plasma,-1
Atf6b,Choroid Plexus,Nitrosothymol,Plasma,-1
Amfr,Choroid Plexus,12-Oxooctadecanoate,Plasma,-1
Sppl3,Choroid Plexus,12-Oxooctadecanoate,Plasma,-1
Psmd3,Choroid Plexus,12-Oxooctadecanoate,Plasma,-1
Atp6v1f,Choroid Plexus,12-Oxooctadecanoate,Plasma,-1
Emc3,Choroid Plexus,12-Oxooctadecanoate,Plasma,-1
Amfr,Choroid Plexus,Suberic acid,Plasma,-1
Sppl3,Choroid Plexus,Pimelic acid,Plasma,-1
Sppl3,Choroid Plexus,Suberic acid,Plasma,-1
Psmd3,Choroid Plexus,Nitrosothymol,Plasma,-1
Atp6v1f,Choroid Plexus,"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,-1
Atp6v1f,Choroid Plexus,Nitrosothymol,Plasma,-1
Flvcr1,Choroid Plexus,13-Docosenamide,Plasma,-1
Tubgcp2,Choroid Plexus,Dihydrouracil,Plasma,1
Tubgcp2,Choroid Plexus,Hydracrylic acid,Plasma,1
Tubgcp2,Choroid Plexus,L-Asparagine,Plasma,1
Hmces,Choroid Plexus,"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)-",Plasma,-1
Hmces,Choroid Plexus,Tartronic acid,Plasma,-1
Uqcc5,Choroid Plexus,2-Hydroxybutyric acid,Plasma,1
Uqcc5,Choroid Plexus,L-Cysteine,Plasma,1
Uqcc5,Choroid Plexus,"N,N-Dimethyl-2-cyclohexyloxyethylamine",Plasma,-1
Uqcc5,Choroid Plexus,Xylitol,Plasma,1
Ptges3,Choroid Plexus,"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",Plasma,-1
Ankrd12,Choroid Plexus,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,1
UNKNOWN,Choroid Plexus,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,1
Pdap1,Choroid Plexus,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,1
Zfp322a,Choroid Plexus,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,1
Cep57,Choroid Plexus,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,1
Erbin,Choroid Plexus,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,1
Pdap1,Choroid Plexus,3'-(Trimethylsilyl)oxy-beta-naphthoflavone,Plasma,-1
Zfp322a,Choroid Plexus,4-Hydroxybenzoic acid,Plasma,1
Zfp322a,Choroid Plexus,"Benzaldehyde, 2,5-dimethyl-",Plasma,1
Zfp322a,Choroid Plexus,Trimidox,Plasma,-1
Erbin,Choroid Plexus,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,1
Erbin,Choroid Plexus,"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Plasma,1
Erbin,Choroid Plexus,4-Hydroxybenzeneacetic acid,Plasma,1
Erbin,Choroid Plexus,beta-Lyxopyranose,Plasma,1
Erbin,Choroid Plexus,Ethanolamine,Plasma,1
Lrrc17,Choroid Plexus,"2-Allyl-1,4-dimethoxybenzene",Plasma,-1
Lrrc17,Choroid Plexus,2-Amino-4-methylphenol,Plasma,-1
Lrrc17,Choroid Plexus,"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,-1
Lrrc17,Choroid Plexus,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",Plasma,-1
Lrrc17,Choroid Plexus,"6,7,4'-Trihydroxyisoflavone",Plasma,-1
Lrrc17,Choroid Plexus,Arachidonic acid,Plasma,-1
Lrrc17,Choroid Plexus,Azatadine,Plasma,-1
Lrrc17,Choroid Plexus,beta-Lyxopyranose,Plasma,-1
Lrrc17,Choroid Plexus,"D-(+)-Ribono-1,4-lactone (R,S,R)-",Plasma,-1
Lrrc17,Choroid Plexus,DL-Glyceraldehyde,Plasma,-1
Lrrc17,Choroid Plexus,Isofucosterol,Plasma,-1
Lrrc17,Choroid Plexus,L-Aspartic acid,Plasma,-1
Lrrc17,Choroid Plexus,Methylmalonic monoamide,Plasma,-1
Lrrc17,Choroid Plexus,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,Plasma,-1
Lrrc17,Choroid Plexus,p-Toluic acid,Plasma,-1
Lrrc17,Choroid Plexus,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",Plasma,-1
Rad54l2,Choroid Plexus,"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,1
Rad54l2,Choroid Plexus,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,1
Rad54l2,Choroid Plexus,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",Plasma,1
Rad54l2,Choroid Plexus,Arachidonic acid,Plasma,1
Rad54l2,Choroid Plexus,"D-(+)-Ribono-1,4-lactone (R,S,R)-",Plasma,1
Rad54l2,Choroid Plexus,D-Fructose,Plasma,1
Rad54l2,Choroid Plexus,Dinoseb ,Plasma,1
Rad54l2,Choroid Plexus,DL-Glyceraldehyde,Plasma,1
Rad54l2,Choroid Plexus,Isofucosterol,Plasma,1
Rad54l2,Choroid Plexus,Isopropyl palmitate,Plasma,1
Rad54l2,Choroid Plexus,Methyl aminoacetate,Plasma,1
Rad54l2,Choroid Plexus,Methyl-3-methoxy-5-methyl benzoate,Plasma,1
Rad54l2,Choroid Plexus,Methylmalonic monoamide,Plasma,1
Rad54l2,Choroid Plexus,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,Plasma,1
Rad54l2,Choroid Plexus,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",Plasma,1
Rad54l2,Choroid Plexus,Triethanolamine,Plasma,1
Tppp3,Choroid Plexus,"2-Allyl-1,4-dimethoxybenzene",Plasma,-1
Crygn,Choroid Plexus,"2-Allyl-1,4-dimethoxybenzene",Plasma,-1
Tppp3,Choroid Plexus,Isopropyl palmitate,Plasma,-1
Tppp3,Choroid Plexus,Methyl aminoacetate,Plasma,-1
Tppp3,Choroid Plexus,Propylamine,Plasma,-1
Crygn,Choroid Plexus,2-Amino-4-methylphenol,Plasma,-1
Crygn,Choroid Plexus,4-Hydroxybenzeneacetic acid,Plasma,-1
Cast,Choroid Plexus,2-Amino-4-methylphenol,Plasma,1
Ifi209,Choroid Plexus,2-Aminobutanoic acid,Plasma,-1
Rora,Choroid Plexus,2-Methyl-4-pentenoic acid,Plasma,1
Rora,Choroid Plexus,3-Indoleacetic acid,Plasma,1
Rora,Choroid Plexus,Guanabenz,Plasma,1
Rora,Choroid Plexus,Pimelic acid,Plasma,1
Col5a3,Choroid Plexus,"2-Heptanone, 4,6-dimethyl-",Plasma,-1
Kif21b,Choroid Plexus,"2-Heptanone, 4,6-dimethyl-",Plasma,-1
Frg1,Choroid Plexus,"2-Heptanone, 4,6-dimethyl-",Plasma,1
Camk1d,Choroid Plexus,"2-Heptanone, 4,6-dimethyl-",Plasma,1
Tmem203,Choroid Plexus,"2-Heptanone, 4,6-dimethyl-",Plasma,1
Kif21b,Choroid Plexus,"Erythrono-1,4-lactone, (Z)-",Plasma,-1
Tmem203,Choroid Plexus,Azatadine,Plasma,1
Tmem259,Choroid Plexus,2-Heptenoic acid,Plasma,-1
Tmem259,Choroid Plexus,2-Methyl-4-pentenoic acid,Plasma,-1
Tmem259,Choroid Plexus,3-Hydroxyisovaleric acid,Plasma,-1
Tmem259,Choroid Plexus,4-Hydroxyphenyllactic acid,Plasma,-1
Tmem259,Choroid Plexus,Glycine,Plasma,-1
Tmem259,Choroid Plexus,Guanabenz,Plasma,-1
Tmem259,Choroid Plexus,Octocrylene,Plasma,-1
Plekhn1,Choroid Plexus,2-Heptenoic acid,Plasma,1
Pmm2,Choroid Plexus,2-Hydroxy-3-methylbutyric acid,Plasma,1
Bcl7a,Choroid Plexus,2-Hydroxy-3-methylbutyric acid,Plasma,1
Cep78,Choroid Plexus,2-Hydroxy-3-methylbutyric acid,Plasma,1
Pmm2,Choroid Plexus,"Azetidine, 1-acetyl-2-methyl-",Plasma,1
Bcl7a,Choroid Plexus,"Azetidine, 1-acetyl-2-methyl-",Plasma,1
Bcl7a,Choroid Plexus,Dihydrouracil,Plasma,1
Bcl7a,Choroid Plexus,Glycolic acid,Plasma,1
Cep78,Choroid Plexus,"2-Propenamide, 3-phenyl-N-2-propenyl-",Plasma,1
Cep78,Choroid Plexus,Dihydrouracil,Plasma,1
Cep78,Choroid Plexus,Hydracrylic acid,Plasma,1
Cep78,Choroid Plexus,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",Plasma,1
Cyren,Choroid Plexus,2-Hydroxy-5-methoxybenzaldehyde,Plasma,-1
Stat3,Choroid Plexus,2-Hydroxybutyric acid,Plasma,1
Brd2,Choroid Plexus,2-Hydroxybutyric acid,Plasma,1
Atp7a,Choroid Plexus,2-Hydroxybutyric acid,Plasma,1
Stat3,Choroid Plexus,L-Hydroxyproline,Plasma,-1
Stat3,Choroid Plexus,Trisaminol,Plasma,1
Atp7a,Choroid Plexus,Cyclo-(l-leucyl-l-phenylalanyl) ,Plasma,1
Atp7a,Choroid Plexus,Dodecylcyclohexane,Plasma,-1
Sufu,Choroid Plexus,Guanabenz,Plasma,-1
Wapl,Choroid Plexus,2-Isopropyl-5-methyl-1-heptanol ,Plasma,1
Wapl,Choroid Plexus,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,1
Wapl,Choroid Plexus,"Benzoic acid, pentadecyl ester",Plasma,1
Wapl,Choroid Plexus,Dinoseb ,Plasma,1
Wapl,Choroid Plexus,"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",Plasma,-1
Tspan9,Choroid Plexus,2-Methyl-4-pentenoic acid,Plasma,-1
Ehd1,Choroid Plexus,2-Methylglutaconic acid,Plasma,-1
Slc29a4,Choroid Plexus,Dodecylcyclohexane,Plasma,-1
Slc29a4,Choroid Plexus,"N,N-Diethyl-2-aminoethanol",Plasma,-1
