node,node_dir
"D-(+)-Ribono-1,4-lactone ",-1
"D-(+)-Ribono-1,4-lactone ",-1
D-(+)-Talofuranose,1
D-(+)-Talofuranose,1
D-Allofuranose,-1
D-Allofuranose,-1
"D-Erythro-Pentitol, 2-deoxy-",1
"D-Erythro-Pentitol, 2-deoxy-",1
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",-1
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",-1
d-Erythrotetrofuranose,-1
d-Erythrotetrofuranose,-1
D-Fructose,-1
D-Fructose,-1
D-Glucose,-1
D-Glucose,-1
D-Mannopyranose,1
D-Mannopyranose,1
D-Psicofuranose,1
D-Psicofuranose,1
D-Ribose,-1
D-Ribose,-1
Decanoic acid,-1
Decanoic acid,-1
Decyl oleate,-1
Decyl oleate,-1
Deoxycholic Acid,-1
Deoxycholic Acid,-1
Deoxyglucose,-1
Deoxyglucose,-1
Deoxyribopyranose,1
Deoxyribopyranose,1
Dihydrouracil,-1
Dihydrouracil,-1
Dihydroxyacetone,1
Dihydroxyacetone,1
DL-Phenylalanine,-1
DL-Phenylalanine,-1
Erythritol,1
Erythritol,1
"Erythrono-1,4-lactone",-1
"Erythrono-1,4-lactone",-1
Ethanamine,-1
Ethanamine,-1
Ethyl alpha-D-glucopyranoside,-1
Ethyl alpha-D-glucopyranoside,-1
"Gluconolactone (3R,4S,5R,6R)",-1
"Gluconolactone (3R,4S,5R,6R)",-1
Glyceric acid,1
Glyceric acid,1
Glycerol,-1
Glycerol,-1
Glycerol tricaprylate,-1
Glycerol tricaprylate,-1
Glycolic acid,-1
Glycolic acid,-1
"Guanidine, N,N-dimethyl",-1
"Guanidine, N,N-dimethyl",-1
Hexacosanoic acid,-1
Hexacosanoic acid,-1
"Hexadecanoic acid, 4-hydroxybutyl ester",-1
"Hexadecanoic acid, 4-hydroxybutyl ester",-1
"Hexadecanoic acid, tetradecyl ester",-1
"Hexadecanoic acid, tetradecyl ester",-1
Hydracrylic acid,-1
Hydracrylic acid,-1
Hydroquinone,-1
Hydroquinone,-1
Hymexazole,-1
Hymexazole,-1
Idoxuridine ,-1
Idoxuridine ,-1
"Inosose-2, myo",-1
"Inosose-2, myo",-1
Isonicotinic Acid,1
Isonicotinic Acid,1
Itaconic acid,1
Itaconic acid,1
Ketamine,-1
Ketamine,-1
L-(-)-Sorbofuranose,-1
L-(-)-Sorbofuranose,-1
L-(+)-Lactic acid,-1
L-(+)-Lactic acid,-1
L-5-Oxoproline,-1
L-5-Oxoproline,-1
L-Aspartic acid,-1
L-Aspartic acid,-1
L-Glutamic acid,-1
L-Glutamic acid,-1
L-Glutamine,-1
L-Glutamine,-1
L-Isoleucine,-1
L-Isoleucine,-1
L-Leucine,-1
L-Leucine,-1
l-Leucyl-l-valine,1
l-Leucyl-l-valine,1
L-Norvaline,-1
L-Norvaline,-1
L-Proline,-1
L-Proline,-1
L-Rhamnose,-1
L-Rhamnose,-1
L-Serine,-1
L-Serine,-1
L-Threonine,-1
L-Threonine,-1
L-Valine,-1
L-Valine,-1
L-Valyl-L-leucine,1
L-Valyl-L-leucine,1
Lignoceric acid,-1
Lignoceric acid,-1
Menthol,-1
Menthol,-1
Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,1
Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,1
Methylmaleic acid,1
Methylmaleic acid,1
Methylsuccinic acid,-1
Methylsuccinic acid,-1
Monolaurin,1
Monolaurin,1
Monomethyl succinate,-1
Monomethyl succinate,-1
Myristic acid,-1
Myristic acid,-1
N-(2-hydroxyethyl)-succinimide,-1
N-(2-hydroxyethyl)-succinimide,-1
N-Acetyl glucosamine methoxime,-1
N-Acetyl glucosamine methoxime,-1
"N-Acetyl-D-galactosamine, (R,R,R,R)",-1
"N-Acetyl-D-galactosamine, (R,R,R,R)",-1
N-Acetyl-L-glutamic acid,-1
N-Acetyl-L-glutamic acid,-1
N-Acetylglucosamine,-1
N-Acetylglucosamine,-1
N-Methyl-alpha-aminoisobutyric acid,-1
N-Methyl-alpha-aminoisobutyric acid,-1
N-Methyl-L-proline,1
N-Methyl-L-proline,1
Niacin,-1
Niacin,-1
Niacinamide,-1
Niacinamide,-1
Nonanoic acid,-1
Nonanoic acid,-1
Norketamine,1
Norketamine,1
Octadecyl octyl ether,-1
Octadecyl octyl ether,-1
Octanoic acid,1
Octanoic acid,1
Palmitic Acid,-1
Palmitic Acid,-1
Pentadecanoic acid,-1
Pentadecanoic acid,-1
Pentanedioic acid,-1
Pentanedioic acid,-1
Pentanoic acid,-1
Pentanoic acid,-1
"Pentitol, 3-desoxy",1
"Pentitol, 3-desoxy",1
Phenol,-1
Phenol,-1
Phenylalanine,-1
Phenylalanine,-1
Phloretic acid,-1
Phloretic acid,-1
Phloroglucinol,1
Phloroglucinol,1
Picolinic acid,-1
Picolinic acid,-1
Pimelic acid,-1
Pimelic acid,-1
Pipecolic acid,-1
Pipecolic acid,-1
"Propane, 2-methyl",-1
"Propane, 2-methyl",-1
"Propanoic acid, 2-oxo",-1
"Propanoic acid, 2-oxo",-1
pyrazole,-1
pyrazole,-1
Pyridoxic acid,-1
Pyridoxic acid,-1
Pyrogallol,-1
Pyrogallol,-1
Pyrrole-2-carboxylic acid,-1
Pyrrole-2-carboxylic acid,-1
Ribonic acid,-1
Ribonic acid,-1
Salsoline,-1
Salsoline,-1
Sebacic acid,-1
Sebacic acid,-1
Serine,-1
Serine,-1
Suberic acid,-1
Suberic acid,-1
Supraene,1
Supraene,1
Syringaldehyde,-1
Syringaldehyde,-1
Tetrahydrogeranyl formate,-1
Tetrahydrogeranyl formate,-1
Thr-Leu,1
Thr-Leu,1
Thymidine,-1
Thymidine,-1
trans-Coniferryl alchool,-1
trans-Coniferryl alchool,-1
Tricine,-1
Tricine,-1
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",-1
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",-1
Tripropylene glycol monomethyl ether,-1
Tripropylene glycol monomethyl ether,-1
Tyrosine,-1
Tyrosine,-1
Undecanoic acid,-1
Undecanoic acid,-1
Uracil,-1
Uracil,-1
Urea,-1
Urea,-1
Uridine,-1
Uridine,-1
Vanillin,-1
Vanillin,-1
Xanthine,-1
Xanthine,-1
Xylazine,-1
Xylazine,-1
"Xylonic acid, delta-lactone",1
"Xylonic acid, delta-lactone",1
Xylose,1
Xylose,1
