"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy","NA","NA","NA","NA","NA","0"
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene","NA","NA","NA","NA","NA","0"
"1,3-bis[(Trimethylsilyl)ethynyl]benzene","NA","NA","NA","NA","NA","0"
"1,3-Cyclohexanebis(methylamine)","NA","NA","NA","NA","NA","0"
"1,3-Dioxane-4-methanol, 4,5-dimethyl","NA","NA","NA","NA","NA","0"
"1,3,5-Benzetriol","NA","NA","NA","NA","NA","0"
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl","NA","NA","NA","NA","NA","0"
"1,5-Anhydroglucitol","1,5-Anhydrosorbitol","HMDB0002712","64960","C07326","OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O","1"
"10-Heptadecenoic acid","NA","NA","NA","NA","NA","0"
"12-Hydroxyoctadecanoic acid","12-Hydroxystearic acid","HMDB0061706","7789",NA,"CCCCCCC(O)CCCCCCCCCCC(O)=O","1"
"12-Oxooctadecanoate","NA","NA","NA","NA","NA","0"
"13-Docosenamide","NA","NA","NA","NA","NA","0"
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde","NA","NA","NA","NA","NA","0"
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate","NA","NA","NA","NA","NA","0"
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol","NA","NA","NA","NA","NA","0"
"2-Allyl-1,4-dimethoxybenzene","NA","NA","NA","NA","NA","0"
"2-Amino-4-methylphenol","NA","NA","NA","NA","NA","0"
"2-Amino-4,6-dihydroxypyrimidine","NA","NA","NA","NA","NA","0"
"2-Aminoadipic acid","2-Aminoadipic acid","HMDB0302754","469","C00956","NC(CCCC(O)=O)C(O)=O","1"
"2-Aminobutanoic acid","L-alpha-Aminobutyric acid","HMDB0000452","80283","C02356","CC[C@H](N)C(O)=O","1"
"2-Furoic acid","2-Furoic acid","HMDB0000617","6919","C01546","OC(=O)C1=CC=CO1","1"
"2-Heptanone, 4,6-dimethyl","NA","NA","NA","NA","NA","0"
"2-Heptenoic acid","2-Heptenoic acid","HMDB0031484","5282709",NA,"CCCC\C=C\C(O)=O","1"
"2-Hexen-1-ol","2-Hexen-1-ol","HMDB0030952","5318042",NA,"CCC\C=C\CO","1"
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]","NA","NA","NA","NA","NA","0"
"2-Hydroxy-3-methylbutyric acid","2-Hydroxy-3-methylbutyric acid","HMDB0000407","99823",NA,"CC(C)C(O)C(O)=O","1"
"2-Hydroxy-5-methoxybenzaldehyde","NA","NA","NA","NA","NA","0"
"2-Hydroxybutyric acid","2-Hydroxybutyric acid","HMDB0000008","440864","C05984","CC[C@H](O)C(O)=O","1"
"2-Isopropyl-5-methyl-1-heptanol","NA","NA","NA","NA","NA","0"
"2-Ketoisocaproic acid","Ketoleucine","HMDB0000695","70","C00233","CC(C)CC(=O)C(O)=O","1"
"2-Methyl-4-pentenoic acid","2-Methyl-4-pentenoic acid","HMDB0031158","549519",NA,"CC(CC=C)C(O)=O","1"
"2-Methylglutaconic acid","(E)-2-Methylglutaconic acid","HMDB0002266","6368126",NA,"C\C(=C/CC(O)=O)C(O)=O","1"
"2-Naphthol","2-Naphthol","HMDB0012322","8663","C11713","OC1=CC2=CC=CC=C2C=C1","1"
"2-Propanone, bis(1-methylethyl)hydrazone","NA","NA","NA","NA","NA","0"
"2-Propenamide, 3-phenyl-N-2-propenyl","NA","NA","NA","NA","NA","0"
"2-Pyrrolidinone","2-Pyrrolidinone","HMDB0002039","12025","C11118","O=C1CCCN1","1"
"2,2-Diallylpyrrolidine","NA","NA","NA","NA","NA","0"
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate","2,2,4-Trimethyl-1,3-pentadienol diisobutyrate","HMDB0059777","23284",NA,"CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C","1"
"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene","NA","NA","NA","NA","NA","0"
"2,3-Butanediol","2,3-Butanediol","HMDB0003156","262","C00265","CC(O)C(C)O","1"
"2,3,4-Trihydroxybutyric acid tetrakis","NA","NA","NA","NA","NA","0"
"2,4-Imidazolidinedione, 5,5-dimethyl","NA","NA","NA","NA","NA","0"
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)","NA","NA","NA","NA","NA","0"
"2,5-di-tert-Butyl-1,4-benzoquinone","NA","NA","NA","NA","NA","0"
"2,5-Dimethoxybenzonitrile","NA","NA","NA","NA","NA","0"
"2,5-Dimethoxymandelic acid","NA","NA","NA","NA","NA","0"
"2,5-Dimethoxyphenol","NA","NA","NA","NA","NA","0"
"2,5-Piperazinedione, 3-benzyl-6-isopropyl","NA","NA","NA","NA","NA","0"
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","NA","NA","NA","NA","NA","0"
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline","NA","NA","NA","NA","NA","0"
"2',2,3,6'-Tetramethoxychalcone","NA","NA","NA","NA","NA","0"
"3-(2-Hydroxyethyl)imidazole-2-thione","NA","NA","NA","NA","NA","0"
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester","NA","NA","NA","NA","NA","0"
"3-Amino-2-piperidone","3-Amino-2-piperidone","HMDB0000323","5200225",NA,"NC1CCCNC1=O","1"
"3-Amino-5-morpholinomethyl-2-oxazolidinone","NA","NA","NA","NA","NA","0"
"3-Aminobutanoic acid","3-Aminobutanoic acid","HMDB0031654","10932",NA,"CC(N)CC(O)=O","1"
"3-Buten-2-one, 3-trimethylsilyloxy","NA","NA","NA","NA","NA","0"
"3-Buten-2-one, 4-(4-methoxyphenyl)","NA","NA","NA","NA","NA","0"
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl","NA","NA","NA","NA","NA","0"
"3-Hexenedinitrile","NA","NA","NA","NA","NA","0"
"3-Hydroxy-2,3-dihydromaltol","NA","NA","NA","NA","NA","0"
"3-Hydroxybutyric acid","3-Hydroxybutyric acid","HMDB0000011","441","C01089","C[C@@H](O)CC(O)=O","1"
"3-Hydroxyisovaleric acid","3-Hydroxyisovaleric acid","HMDB0000754","69362","C20827","CC(C)(O)CC(O)=O","1"
"3-Indoleacetic acid","Indoleacetic acid","HMDB0000197","802","C00954","OC(=O)CC1=CNC2=C1C=CC=C2","1"
"3-Indolepropionic acid","Indole-3-propionic acid","HMDB0002302","3744",NA,"OC(=O)CCC1=CNC2=C1C=CC=C2","1"
"3-Methoxysalicylic acid","NA","NA","NA","NA","NA","0"
"3-Nonen-1-ol","NA","NA","NA","NA","NA","0"
"3,4-Dihydroxymandelic acid, ethyl ester","NA","NA","NA","NA","NA","0"
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine","NA","NA","NA","NA","NA","0"
"3,5-Dimethylpyrazole","NA","NA","NA","NA","NA","0"
"3'-(Trimethylsilyl)oxy-beta-naphthoflavone","NA","NA","NA","NA","NA","0"
"3'-Hydroxyacetophenone","NA","NA","NA","NA","NA","0"
"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene","NA","NA","NA","NA","NA","0"
"4-(Methoxycarbonyl)phenol","Methylparaben","HMDB0032572","7456",NA,"COC(=O)C1=CC=C(O)C=C1","1"
"4-Cumylphenol","NA","NA","NA","NA","NA","0"
"4-Hydroxy-5-(hydroxymethyl)oxolan-2-one","NA","NA","NA","NA","NA","0"
"4-Hydroxybenzaldehyde","4-Hydroxybenzaldehyde","HMDB0011718","126","C00633","OC1=CC=C(C=O)C=C1","1"
"4-Hydroxybenzeneacetic acid","p-Hydroxyphenylacetic acid","HMDB0000020","127","C00642","OC(=O)CC1=CC=C(O)C=C1","1"
"4-Hydroxybenzoic acid","4-Hydroxybenzoic acid","HMDB0000500","135","C00156","OC(=O)C1=CC=C(O)C=C1","1"
"4-Hydroxybutanoic acid","gamma-Butyrolactone","HMDB0000549","7302","C01770","O=C1CCCO1","1"
"4-Hydroxyphenyllactic acid","Hydroxyphenyllactic acid","HMDB0000755","9378","C03672","OC(CC1=CC=C(O)C=C1)C(O)=O","1"
"5-(2-Aminopropyl)-2-methylphenol","NA","NA","NA","NA","NA","0"
"5-Aminovaleric acid","5-Aminopentanoic acid","HMDB0003355","138","C00431","NCCCCC(O)=O","1"
"5-Androsten-17alpha-methyl-3beta,17beta-diol","NA","NA","NA","NA","NA","0"
"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]","NA","NA","NA","NA","NA","0"
"5-Ethyluracil","NA","NA","NA","NA","NA","0"
"5-Henicosylresorcinol","NA","NA","NA","NA","NA","0"
"5-Hydroxyquinoline","NA","NA","NA","NA","NA","0"
"5-Hydroxytryptophan","5-Hydroxy-L-tryptophan","HMDB0000472","439280","C00643","N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O","1"
"5alpha-Pregnane-3,20-dione","5a-Pregnane-3,20-dione","HMDB0003759","92810","C03681","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C","1"
"6-Hydroxyflavone-beta-D-glucoside","NA","NA","NA","NA","NA","0"
"6,7,4'-Trihydroxyisoflavone","6-Hydroxydaidzein","HMDB0031715","5284649","C14314","OC1=CC=C(C=C1)C1=COC2=C(C=C(O)C(O)=C2)C1=O","1"
"7-(Trimethylsilyl)amino-4-methylcoumarin","NA","NA","NA","NA","NA","0"
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin","NA","NA","NA","NA","NA","0"
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy","NA","NA","NA","NA","NA","0"
"9-Hexadecenoic acid","Palmitoleic acid","HMDB0003229","445638","C08362","CCCCCC\C=C/CCCCCCCC(O)=O","1"
"9-Octadecenamide","NA","NA","NA","NA","NA","0"
"9,12-Octadecadienoic acid","Linoleic acid","HMDB0000673","5280450","C01595","CCCCC\C=C/C\C=C/CCCCCCCC(O)=O","1"
"Acetamide, N,N-diethyl","NA","NA","NA","NA","NA","0"
"Acetic acid, bis[(trimethylsilyl)oxyl]","NA","NA","NA","NA","NA","0"
"Acetin, bis-1,3-trimethylsilyl ether","NA","NA","NA","NA","NA","0"
"Acetoacetic acid","Acetoacetic acid","HMDB0000060","96","C00164","CC(=O)CC(O)=O","1"
"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno","NA","NA","NA","NA","NA","0"
"Aceturic acid","Acetylglycine","HMDB0000532","10972",NA,"CC(=O)NCC(O)=O","1"
"Adipoyl-L-carnitine","NA","NA","NA","NA","NA","0"
"Allylescaline","NA","NA","NA","NA","NA","0"
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)","NA","NA","NA","NA","NA","0"
"alpha-Linolenic acid","alpha-Linolenic acid","HMDB0001388","5280934","C06427","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O","1"
"alpha-Tocopherol","alpha-Tocopherol","HMDB0001893","14985","C02477","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1","1"
"Ammeline","Ammeline",NA,"135408770","C08733",NA,"1"
"Arabinaric acid","NA","NA","NA","NA","NA","0"
"Arachidonic acid","Arachidonic acid","HMDB0001043","444899","C00219","CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"Arsenous acid","NA","NA","NA","NA","NA","0"
"Aspartic acid","L-Aspartic acid","HMDB0000191","5960","C00049","N[C@@H](CC(O)=O)C(O)=O","1"
"Atrazine desethyl","6-Chloro-N-(1-methylethyl)-1,3,5-triazine-2,4-diamine","HMDB0033249","22563","C06559","CC(C)NC1=NC(N)=NC(Cl)=N1","1"
"Azatadine","Azatadine","HMDB0014857","19861","C07774","CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2","1"
"Azetidine, 1-acetyl-2-methyl","NA","NA","NA","NA","NA","0"
"Aziridine, 1-(2-buten-2-yl)","NA","NA","NA","NA","NA","0"
"Benzaldehyde, 2,5-dimethyl","NA","NA","NA","NA","NA","0"
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)","NA","NA","NA","NA","NA","0"
"Benzene, 1,1'-(1,2-cyclobutanediyl)bis","NA","NA","NA","NA","NA","0"
"Benzene, 1,3-bis(1,1-dimethylethyl)","NA","NA","NA","NA","NA","0"
"Benzene, 3-cyclohexen-1-yl","NA","NA","NA","NA","NA","0"
"Benzeneacetamide","2-Phenylacetamide","HMDB0010715","7680","C02505","NC(=O)CC1=CC=CC=C1","1"
"Benzeneacetic acid","Phenylacetic acid","HMDB0000209","999","C07086","OC(=O)CC1=CC=CC=C1","1"
"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]","NA","NA","NA","NA","NA","0"
"Benzenemethanamine, 2,3-dimethoxy","NA","NA","NA","NA","NA","0"
"Benzimidazole, 5-trifluoromethyl-2-methyl","NA","NA","NA","NA","NA","0"
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza","NA","NA","NA","NA","NA","0"
"Benzoic acid, methyl ester","Methyl benzoate","HMDB0033968","7150",NA,"COC(=O)C1=CC=CC=C1","1"
"Benzoic acid, pentadecyl ester","NA","NA","NA","NA","NA","0"
"Benzophenone","Benzophenone","HMDB0032049","3102","C06354","O=C(C1=CC=CC=C1)C1=CC=CC=C1","1"
"Benzyl alcohol","Benzyl alcohol","HMDB0003119","244","C00556","OCC1=CC=CC=C1","1"
"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)","NA","NA","NA","NA","NA","0"
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)","NA","NA","NA","NA","NA","0"
"beta-Hydroxypyruvic acid","Hydroxypyruvic acid","HMDB0001352","964","C00168","OCC(=O)C(O)=O","1"
"beta-Lyxopyranose","NA","NA","NA","NA","NA","0"
"5-Hydroxyhexanoic acid","5-Hydroxyhexanoic acid","HMDB0000525","170748",NA,"CC(O)CCCC(O)=O","1"
"Bis(trimethylsilyl)acetylene","NA","NA","NA","NA","NA","0"
"Boric acid","NA","NA","NA","NA","NA","0"
"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]","NA","NA","NA","NA","NA","0"
"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]","NA","NA","NA","NA","NA","0"
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]","NA","NA","NA","NA","NA","0"
"Butylated Hydroxytoluene","2,6-Di-tert-butyl-4-methylphenol","HMDB0033826","31404","C14693","CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C","1"
"Cadaverine","Cadaverine","HMDB0002322","273","C01672","NCCCCCN","1"
"Carfentrazone-ethyl","Carfentrazone-ethyl","HMDB0249673",NA,"C11094","CCOC(=O)C(Cl)CC1=CC(N2N=C(C)N(C(F)F)C2=O)=C(F)C=C1Cl","1"
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)","NA","NA","NA","NA","NA","0"
"Cetaben, N,O-bis(trimethylsilyl)","NA","NA","NA","NA","NA","0"
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate","NA","NA","NA","NA","NA","0"
"Cholest-7-en-3-ol, (3beta,5alpha)","NA","NA","NA","NA","NA","0"
"Cholesta-3,5-diene","NA","NA","NA","NA","NA","0"
"Cholesterol","Cholesterol","HMDB0000067","5997","C00187","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"Cinnamic acid","Cinnamic acid","HMDB0000567","5372954","C10438","OC(=O)\C=C/C1=CC=CC=C1","1"
"cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate","NA","NA","NA","NA","NA","0"
"Citric acid","Citric acid","HMDB0000094","311","C00158","OC(=O)CC(O)(CC(O)=O)C(O)=O","1"
"Cyclo-(l-leucyl-l-phenylalanyl)","NA","NA","NA","NA","NA","0"
"Cyclo(L-prolyl-L-valine)","NA","NA","NA","NA","NA","0"
"cyclobutanecarboxylic acid","NA","NA","NA","NA","NA","0"
"Cyclobutanol","NA","NA","NA","NA","NA","0"
"Cyclopentaneacetic acid, 3-oxo-2-pentyl","NA","NA","NA","NA","NA","0"
"Cyclopentanone, 2,2,4-trimethyl","NA","NA","NA","NA","NA","0"
"D-(-)-Citramalic acid","NA","NA","NA","NA","NA","0"
"D-(-)-Fructofuranose, pentakis","NA","NA","NA","NA","NA","0"
"D-(-)-Lyxose, tetrakis","NA","NA","NA","NA","NA","0"
"D-(-)-Ribofuranose, tetrakis","NA","NA","NA","NA","NA","0"
"D-(+)-Ribono-1,4-lactone (R,S,R)","NA","NA","NA","NA","NA","0"
"D-(+)-Talofuranose, pentakis","NA","NA","NA","NA","NA","0"
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O","NA","NA","NA","NA","NA","0"
"D-Fructose","D-Fructose","HMDB0000660","439709","C00095","OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O","1"
"D-Isoleucine, N-acetyl","NA","NA","NA","NA","NA","0"
"D-Leucylglycylglycine","NA","NA","NA","NA","NA","0"
"D-Mannose","D-Mannose","HMDB0000169","185698","C00159","OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O","1"
"D-Proline","D-Proline","HMDB0003411","8988","C00763","OC(=O)[C@H]1CCCN1","1"
"D-Ribose","D-Ribose","HMDB0000283","5779","C00121","OC[C@H]1OC(O)[C@H](O)[C@@H]1O","1"
"D-Threitol","D-Threitol","HMDB0004136","169019","C16884","OC[C@@H](O)[C@H](O)CO","1"
"D-Xylofuranose, 1,2,3,5-tetrakis-O","NA","NA","NA","NA","NA","0"
"Decanoic acid","Capric acid","HMDB0000511","2969","C01571","CCCCCCCCCC(O)=O","1"
"Dehydronorketamine","NA","NA","NA","NA","NA","0"
"Delorazepam","NA","NA","NA","NA","NA","0"
"Deoxycholic Acid","Deoxycholic acid","HMDB0000626","222528","C04483","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O","1"
"Desmosterol","Desmosterol","HMDB0002719","439577","C01802","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC=C(C)C","1"
"Dihydrouracil","Dihydrouracil","HMDB0000076","649","C00429","O=C1CCNC(=O)N1","1"
"Dimethyl fumarate","Dimethyl fumarate","HMDB0031257","637568",NA,"COC(=O)\C=C\C(=O)OC","1"
"Dimethyl hexopyranosiduronate, alpha-D","NA","NA","NA","NA","NA","0"
"Dinoseb","(Â±)-2-(1-Methylpropyl)-4,6-dinitrophenol","HMDB0032559","6950","C14302","CCC(C)C1=C(O)C(=CC(=C1)N(=O)=O)N(=O)=O","1"
"Diphenyl ether","Diphenyl ether","HMDB0034446","7583","C07733","O(C1=CC=CC=C1)C1=CC=CC=C1","1"
"DL-Glyceraldehyde","Glyceraldehyde","HMDB0001051","751","C02154","OCC(O)C=O","1"
"DL-Ornithine","NA","NA","NA","NA","NA","0"
"DL-Phenylalanine","D-Phenylalanine","HMDB0250791",NA,"C02265","NC(CC1=CC=CC=C1)C(O)=O","1"
"DL-Proline, 5-oxo","NA","NA","NA","NA","NA","0"
"Dobutamine","Dobutamine","HMDB0014979","36811","C06967","CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1","1"
"Doconexent","Docosahexaenoic acid","HMDB0002183","445580","C06429","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O","1"
"Dodecane, 4,6-dimethyl","NA","NA","NA","NA","NA","0"
"Dodecanoic acid","Dodecanoic acid","HMDB0000638","3893","C02679","CCCCCCCCCCCC(O)=O","1"
"Dodecylcyclohexane","NA","NA","NA","NA","NA","0"
"Eicosapentaenoic acid","Eicosapentaenoic acid","HMDB0001999","446284","C06428","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"Erythritol","Erythritol","HMDB0002994","222285","C00503","OC[C@H](O)[C@H](O)CO","1"
"Erythrono-1,4-lactone, (Z)","NA","NA","NA","NA","NA","0"
"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]","NA","NA","NA","NA","NA","0"
"Ethanolamine","Ethanolamine","HMDB0000149","700","C00189","NCCO","1"
"Ethanone, 1-(2,5-dimethoxyphenyl)","NA","NA","NA","NA","NA","0"
"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)","NA","NA","NA","NA","NA","0"
"Furan, 2-pentyl","NA","NA","NA","NA","NA","0"
"Galactopyranose","L-Galactose","HMDB0033704","439583","C01825","OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O","1"
"Gln-Ala","Glutaminylalanine","HMDB0028790","9813211",NA,"C[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O","1"
"Glucopyranose","NA","NA","NA","NA","NA","0"
"Glucose","D-Glucose","HMDB0000122","5793","C00031","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"Glyceric acid","Glyceric acid","HMDB0000139","439194","C00258","OC[C@@H](O)C(O)=O","1"
"Glycine","Glycine","HMDB0000123","750","C00037","NCC(O)=O","1"
"Glycine, N-(1-oxobutyl)","NA","NA","NA","NA","NA","0"
"Glycine, N-(N-DL-leucylglycyl)","NA","NA","NA","NA","NA","0"
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]","NA","NA","NA","NA","NA","0"
"Glycolic acid","Glycolic acid","HMDB0000115","757","C03547","OCC(O)=O","1"
"Glyoxime","NA","NA","NA","NA","NA","0"
"Guanabenz","Guanabenz","HMDB0014767","5702063","C07034","NC(N)=NN=CC1=C(Cl)C=CC=C1Cl","1"
"Heptadecanoic acid","Heptadecanoic acid","HMDB0002259","10465",NA,"CCCCCCCCCCCCCCCCC(O)=O","1"
"Hexanedioic acid","Adipic acid","HMDB0000448","196","C06104","OC(=O)CCCCC(O)=O","1"
"Hexanoic acid","Caproic acid","HMDB0000535","8892","C01585","CCCCCC(O)=O","1"
"Hydantoic acid","NA","NA","NA","NA","NA","0"
"Hydracrylic acid","Hydroxypropionic acid","HMDB0000700","68152","C01013","OCCC(O)=O","1"
"Hydroquinidine","NA","NA","NA","NA","NA","0"
"Hydroquinone","Hydroquinone","HMDB0002434","785","C00530","OC1=CC=C(O)C=C1","1"
"Indole-3-carboxaldehyde","Indole-3-carboxaldehyde","HMDB0029737","10256","C08493","O=CC1=CNC2=C1C=CC=C2","1"
"Indole-3-lactic acid","Indolelactic acid","HMDB0000671","676157","C02043","O[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"Indole-5-carboxylic acid","NA","NA","NA","NA","NA","0"
"Inosose-2, 1,3,4,5,6-pentakis","NA","NA","NA","NA","NA","0"
"Isofucosterol","Isofucosterol","HMDB0002374","5281326","C08821","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC\C(=C\C)C(C)C","1"
"Isopropyl palmitate","Isopropyl hexadecanoate","HMDB0035474","8907",NA,"CCCCCCCCCCCCCCCC(=O)OC(C)C","1"
"Isoxaben","Isoxaben","HMDB0253709","73672","C18504","CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1","1"
"Itaconic acid","Itaconic acid","HMDB0002092","811","C00490","OC(=O)CC(=C)C(O)=O","1"
"Ketamine","Ketamine","HMDB0015352","3821","C07525","CNC1(CCCCC1=O)C1=CC=CC=C1Cl","1"
"L-5-Oxoproline","Pyroglutamic acid","HMDB0000267","7405","C01879","OC(=O)[C@@H]1CCC(=O)N1","1"
"L-Alanine","L-Alanine","HMDB0000161","5950","C00041","C[C@H](N)C(O)=O","1"
"L-Asparagine","L-Asparagine","HMDB0000168","6267","C00152","N[C@@H](CC(N)=O)C(O)=O","1"
