node,node_dir
"2,5-di-tert-Butyl-1,4-benzoquinone",1
"2,5-Di-tert-butylhydroquinone",1
"2,5-Dimethoxy-4-methylamphetamine",-1
"2,5-Dimethoxymandelic acid",1
"2,5-Dimethyl-1-aza-bicyclo[2.2.1]heptane",1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",-1
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",-1
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",-1
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-1
3-Amino-2-piperidone,-1
3-Aminobenzoic acid,-1
3-Aminobutanoic acid,-1
"3-Buten-2-one, 3-trimethylsilyloxy-",1
"3-Buten-2-one, 4-(4-methoxyphenyl)-",1
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",-1
3-Hexenedinitrile,-1
"3-Hydroxy-2,3-dihydromaltol",-1
3-Hydroxyisovaleric acid,-1
3-Indoleacetic acid,-1
3-Methoxysalicylic acid,1
3-Methyladenine,-1
"3-Methylpiperazine-2,5-dione, (R)-",-1
3-Nonen-1-ol,1
3-Ureidopropionic acid,-1
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",1
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",-1
"3,5-di-tert-Butyl-4-hydroxyacetophenone",-1
"3,5-Dimethylpyrazole",-1
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,1
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",-1
"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-1
4-(Methoxycarbonyl)phenol,1
4-Hydroxybenzeneacetic acid,-1
4-Hydroxybenzoic acid,-1
4-Hydroxybutanoic acid,1
4-Hydroxyphenyllactic acid,-1
4-Methylvaleric acid,1
4-Pyridinol,-1
5-Henicosylresorcinol,-1
5-Hydroxyquinoline,-1
"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",1
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1
"6,7,4'-Trihydroxyisoflavone",-1
"6,8-Dioxapentadecane",-1
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",1
9-Hexadecenoic acid,1
9-Octadecenamide,-1
9-Octadecenoic acid,-1
"9H-Fluorene, 9-methylene-",-1
"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",-1
"Acetamide, 2,2,2-trifluoro-",-1
"Acetic acid, bis[(trimethylsilyl)oxyl]-",1
Acetoacetic acid,-1
Aceturic acid,-1
Adipoyl-L-carnitine,-1
Alloxanic acid,-1
Allylescaline ,-1
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",-1
alpha-Linolenic acid,1
"Arabinofuranose, 1,2,3,5-tetrakis-O-",-1
Arachidonic acid,-1
Arsenous acid,1
Aspartic acid,1
Atrazine desethyl,-1
Azatadine,-1
"Azetidine, 1-acetyl-2-methyl-",-1
"Aziridine, 1-(2-buten-2-yl)-",-1
"Benzaldehyde, 2,5-dimethyl-",-1
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",1
"Benzene, 4-ethenyl-1,2-dimethoxy-",-1
"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-",1
"Benzenemethanamine, 2,3-dimethoxy-",1
"Benzimidazole, 5-trifluoromethyl-2-methyl-",-1
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
"Benzoic acid, methyl ester",1
"Benzoic acid, pentadecyl ester",-1
Benzophenone,-1
Benzyl alcohol,1
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",-1
beta-D-Glucopyranose,1
beta-Lyxopyranose,-1
"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",-1
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",-1
Butylated Hydroxytoluene,-1
Butylmethylamine,-1
Cadaverine,-1
Campesterol,-1
Carfentrazone-ethyl,1
"Cholest-7-en-3-ol, (3beta,5alpha)-",1
"Cholesta-3,5-dien-7-one",-1
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,-1
Cyclo-(l-leucyl-l-phenylalanyl) ,1
cyclobutanecarboxylic acid,-1
Cyclobutanol,-1
Cyclohexanol,-1
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",-1
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",-1
"Cyclopentanone, 2,2,4-trimethyl-",-1
D-(-)-Citramalic acid,-1
"D-(-)-Fructofuranose, pentakis",1
"D-(+)-Ribono-1,4-lactone (R,S,R)-",-1
"D-(+)-Talofuranose, pentakis",1
D-Arabinose,1
D-Fructose,-1
"D-Isoleucine, N-acetyl-",-1
D-Mannose,-1
Decanoic acid,1
Dehydronorketamine,-1
Deoxycholic Acid,-1
Desmosterol,-1
Dihydrouracil,-1
Dinoseb ,-1
DL-Glyceraldehyde,-1
Doconexent,1
"Dodecanamide, N-(2-hydroxyethyl)-",1
"Dodecane, 4,6-dimethyl-",-1
"Dodecanoic acid, 1-methylethyl ester",-1
Dodecylcyclohexane,-1
Dopamine,1
Erythritol,-1
"Erythrono-1,4-lactone, (Z)-",-1
Ethanolamine,-1
"Ethanone, 1-(2,5-dimethoxyphenyl)-",-1
"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)-",-1
Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,-1
"Furan, 2-pentyl-",-1
Galactopyranose,1
Glucopyranose,-1
Glyceric acid,-1
Glycine,-1
"Glycine, N-(1-oxobutyl)-",-1
"Glycine, N-(N-DL-leucylglycyl)-",-1
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",-1
Glycolic acid,-1
Glyoxime,-1
Guanabenz,-1
Heptadecanoic acid,-1
Hexanoic acid,-1
Hydantoic acid,-1
Hydracrylic acid,-1
Hydroquinidine,-1
Hydroquinone,1
Indole-3-lactic acid,-1
Indole-5-carboxylic acid,-1
"Inosose-2, 1,3,4,5,6-pentakis-",-1
Isofucosterol,-1
Isonicotinic Acid,1
Isopropyl palmitate,-1
L-5-Oxoproline,-1
L-Alanine,1
L-Asparagine,-1
L-Aspartic acid,-1
L-Cysteine,1
L-Glutamine,1
L-Hydroxyproline,-1
L-Isoleucine,-1
L-Lysine,-1
"L-Lysine, ethyl ester ",-1
L-Tryptophan,-1
"L-Tryptophan, N-acetyl-1",-1
Latanoprost lactone diol,1
Levulinic acid,-1
Malic acid,1
Methyl aminoacetate,-1
Methyl-3-methoxy-5-methyl benzoate,-1
Methylmalonic monoamide,-1
"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",1
Myristic acid,-1
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",-1
N-(Trimethylsilyl)hexanamide,-1
N-Acetyltyrosine,-1
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",-1
N-Isovaleroylglycine,-1
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-1
n-Pentadecanol,1
N-Valerylglycine,-1
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",-1
"N,N-Diethyl-2-aminoethanol",-1
"N,N-Dimethyl-2-cyclohexyloxyethylamine",-1
"N,O-Bis(trimethylsilyl)carbamate",-1
Neostigmine ,-1
Niclosamide,-1
Nitrosothymol,-1
Nonadecanoic acid,-1
Nonanal,-1
Nonanoic acid,1
Octan-2-yl palmitate,1
"Octane, 1-propoxy-",1
Octanoic acid,1
Octocrylene,-1
Oxalic acid,1
p-Toluic acid,-1
Pentadecanoic acid,-1
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",-1
"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",-1
Phenoxyacetic acid,-1
Phenylalanine,-1
Phosalone,1
Pimelic acid,-1
Pipecolic acid,-1
"Propanetriol, 2-methyl-",-1
"Propanoic acid, 2-methyl-",1
"Propanoic acid, 2-oxo-",-1
"Propiophenone, 3',4'-dimethoxy-",1
Propylamine,-1
"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",-1
"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",1
Ribitol,-1
Ser-Leu,1
Sertraline carbamoyl glucuronide,-1
Stearic acid,-1
"Stigmast-5-ene, 3beta-",-1
Suberic acid,-1
"Tacrine, N-trimethylsilyl-",-1
Tartronic acid,-1
"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",1
Tributyl acetylcitrate,1
Triethanolamine,-1
Trimidox,1
Trisaminol,1
Uracil,-1
Uridine,-1
Xylazine,-1
Xylitol,1
"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide ",-1
3-Amino-5-morpholinomethyl-2-oxazolidinone,-1
(pm)-alpha-Tocopherol acetate,-1
"(R*,S*)-2,3-Dihydroxybutanoic acid",-1
1-Monoacetin,-1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",-1
2-Hydroxy-2-methylbutyric acid,-1
"2-Propanone, bis(1-methylethyl)hydrazone",-1
alpha-Tocopherol,-1
 5-Hydroxyhexanoic acid,-1
Diphenyl ether,-1
Phloroglucinol,-1
"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",-1
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",-1
2-Naphthol,-1
Dodecanoic acid,-1
Eicosapentaenoic acid,-1
Phlorizin,-1
4-Hydroxybenzaldehyde,1
5-Hydroxytryptophan,-1
Benzeneacetic acid,-1
Citric acid,1
Hexanedioic acid,-1
Itaconic acid,-1
p-Hydroxydiisopropylbenzene,-1
L-Tyrosine,-1
(pm)-N-Propylamphetamine,1
"5alpha-Pregnane-3,20-dione",-1
(pm)-Norketamine,1
Naphthofluorescein,-1
(pm)-Phenylpropanolamine,1
3-Indolepropionic acid,-1
Vanillylmandelic acid,-1
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",1
Benzeneacetamide,1
"(S,S)-(-)-Hydrobenzoin",-1
"1,3-Cyclohexanebis(methylamine)",-1
Dimethyl fumarate,-1
1-(4-Hydroxybenzylidene)acetone,-1
"1,3-bis[(Trimethylsilyl)ethynyl]benzene",-1
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,1
D-Threitol,1
L-Threitol,-1
S-Methyl-L-cysteine,-1
3'-Hydroxyacetophenone,-1
Isoxaben,-1
L-Glutamic acid,-1
Niacin,1
Niacinamide,1
1-Octanol,-1
"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",-1
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate",-1
"2-Amino-4,6-dihydroxypyrimidine",1
1-Phenylethanol,1
1-Tetradecanol,-1
Metanephrine,-1
Salsoline,-1
Bis(trimethylsilyl)acetylene,-1
"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",-1
1-Hexanol,1
"Benzene, 1,1'-(1,2-cyclobutanediyl)bis-",1
"Benzene, 3-cyclohexen-1-yl-",1
Glucose,-1
Methyl isovanillate,-1
Cholesterol,-1
"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",-1
Boric acid,1
"Dimethyl hexopyranosiduronate, alpha-D-",1
"Pregn-16-en-20-one, 3,18-bis(acetyloxy)-14,15-epoxy-, (3beta,5alpha,14beta,15beta)-",-1
Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,-1
3-Hydroxybutyric acid,-1
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",-1
Lactic Acid,1
Mirin,-1
"9,12-Octadecadienoic acid",-1
4-Cumylphenol,-1
7-(Trimethylsilyl)amino-4-methylcoumarin,-1
"Acetin, bis-1,3-trimethylsilyl ether",-1
"DL-Proline, 5-oxo-",-1
"5-Androsten-17alpha-methyl-3beta,17beta-diol",-1
5-Aminovaleric acid,1
"Cetaben, N,O-bis(trimethylsilyl)-",-1
DL-Phenylalanine,-1
"1,3-Dioxane-4-methanol, 4,5-dimethyl-",-1
Palmitelaidic acid,-1
12-Hydroxyoctadecanoic acid,-1
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",1
Quazodine,1
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",1
Norketamine,1
Trimethylsilyl oct-2-enoate ,-1
2-Furoic acid,-1
2-Hexen-1-ol,-1
"D-(-)-Ribofuranose, tetrakis",1
D-Ribose,-1
Pyrrole-2-carboxylic acid,-1
Albizziin,-1
5-(2-Aminopropyl)-2-methylphenol,1
5-Ethyluracil,-1
"2',2,3,6'-Tetramethoxychalcone",1
N-Acetyl-L-glutamic acid,-1
"Phenol, 3,5-bis(1,1-dimethylethyl)-",1
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",1
2-Pyrrolidinone,1
L-Norleucine,1
Arabinaric acid,-1
"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene",-1
"Pyrazine, 3,6-dimethyl-2,5-bis(trimethylsilyloxy)-",1
"Ribonic acid, 2,3,4,5-tetrakis-",1
Ornithine,-1
"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-",-1
"Cholesta-3,5-diene ",-1
Palmitic Acid,1
"2,5-Dimethoxyphenol",-1
"2,5-Dimethoxybenzonitrile",-1
l-Histidine ethyl ester,-1
"Acetamide, N,N-diethyl-",-1
Cinnamic acid,-1
Ketamine ,1
"3-Methoxyamphetamine, 4-Trimethylsilyloxy, N,N-bis(Trimethylsilyloxy)-",1
Xylose,-1
"3,4-Dihydroxymandelic acid, ethyl ester",-1
Octopamine,1
"Benzene, 1,3-bis(1,1-dimethylethyl)-",1
Cyclo(L-prolyl-L-valine) ,-1
"Pyrazine, 3,6-dihydro-3,6-dimethyl-",1
"D-Xylofuranose, 1,2,3,5-tetrakis-O-",-1
"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]- ",-1
"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",1
Delorazepam,-1
6-Hydroxyflavone-beta-D-glucoside,-1
D-Leucylglycylglycine,1
Ammeline,-1
Tetradecanenitrile,1
Indole-3-carboxaldehyde,-1
beta-Hydroxypyruvic acid,-1
Succinic anhydride,-1
"D-(-)-Lyxose, tetrakis",-1
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",-1
D-Proline,-1
DL-Ornithine,-1
Dobutamine,1
Gln-Ala,-1
Phenylpropanolamine,1
"O-Methyl-N,N'-diisopropylisourea ",1
Pentylone,1
N-Isobutyrylglycine,1
