plasma_metabolite,feci_metabolite,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,Consistent,Sign,Pooled FDR
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",L-Valine-F,0.2099067265315609,0.4352309889708204,16,0.5855400437691199,0.1272465898637207,8,0.5,0.6666666666666667,3,0.2540899480459542,0.2009222707150417,27,True,+,0.40236180346485284
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Niacin-F,-0.4541464839931207,0.0772110650271887,16,-0.0731925054711399,0.863253392920131,8,-0.5,0.6666666666666667,3,-0.2314987415701971,0.2452963812211845,27,True,-,0.4480241464572493
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Oxalic acid-F,0.4149449145279166,0.1100036466976601,16,0.5611425419454067,0.1478601222689398,8,1.0,0.0,3,0.1879207089760715,0.3479057337053979,27,True,+,0.5387090967645126
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Pantothenic acid-F,-0.4844722264095996,0.0572003931248076,16,-0.0243975018237133,0.9542728337420904,8,-0.5,0.6666666666666667,3,-0.0659022177125197,0.7439783664022519,27,True,-,0.8263834937153539
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Pentanedioic acid-F,-0.3446779503921731,0.1910852819640975,16,-0.1219875091185666,0.7735324033272464,8,-0.5,0.6666666666666667,3,-0.3577985834043997,0.066891442705055,27,True,-,0.23161434395919694
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Pentitol, 3-desoxy-F",-0.1679010616717238,0.5342292080343822,16,-0.0975900072948533,0.818177202735276,8,-1.0,0.0,3,-0.325841359502041,0.0971912133271762,27,True,-,0.2857932497006592
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Phenylalanine-F,0.3217205879898054,0.224317259551948,16,0.2439750182371333,0.560375584963329,8,0.5,0.6666666666666667,3,0.2291572370900831,0.2502374348642408,27,True,+,0.449927208595661
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Phthalazin-1-one-F,-0.0694761700491786,0.7982057618267434,16,-0.0243975018237133,0.9542728337420904,8,-0.5,0.6666666666666667,3,-0.2482804305816063,0.2117670017167208,27,True,-,0.41380206401631286
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Sedoheptulose anhydride-F,-0.1272201876983986,0.6387000170466058,16,-0.1463850109422799,0.7294239249593866,8,-0.5,0.6666666666666667,3,-0.1914375326591062,0.3387915723922429,27,True,-,0.5293402462963973
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Tetrahydrogeranyl formate-F,0.1818206152350845,0.5003500401898762,16,0.0731925054711399,0.863253392920131,8,0.5,0.6666666666666667,3,0.0009172922312128,0.9963769477983642,27,True,+,0.9973151558471385
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Thymine, 1,3-dimethyl-6-hydroxymethyl-F",-0.1154708130173637,0.6702202736468148,16,-0.1463850109422799,0.7294239249593866,8,-1.0,0.0,3,-0.307386741678201,0.1188341578774473,27,True,-,0.3177879492420792
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Tyrosine-F,0.5070282197206015,0.0450139578850008,16,0.0975900072948533,0.818177202735276,8,0.5,0.6666666666666667,3,0.2011927627126809,0.3142721521419506,27,True,+,0.5100325156135779
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Urea-F,0.1804751499907516,0.5035799180786913,16,0.1104481560766086,0.7945877119526422,8,0.5,0.6666666666666667,3,0.1345772799387148,0.5033363025234663,27,True,+,0.652610346701483
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Uridine-F,-0.3264271060298551,0.2172243440886182,16,-0.1951800145897066,0.6432255386372303,8,-0.5,0.6666666666666667,3,-0.1185197635823909,0.556004051671134,27,True,-,0.6888488425715797
(CH3)2C=NC2H558-P,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-0.4708498625165659,0.0656487722224683,16,-0.1428571428571428,0.735764859879812,8,-0.5,0.6666666666666667,3,-0.4288987772717763,0.0255941286907049,27,True,-,0.13502014291920253
(CH3)2C=NC2H558-P,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone-F",0.1313656356237441,0.6277125956084166,16,0.0958101009530607,0.8214524032504529,8,1.0,0.0,3,0.0207760474102822,0.918075653095821,27,True,+,0.9411322884381206
(CH3)2C=NC2H558-P,2-Aminoadipic acid-F,-0.124168548326968,0.6468337418730143,16,-0.0238095238095238,0.9553740118158808,8,-0.5,0.6666666666666667,3,-0.2221543188649809,0.2654019914033884,27,True,-,0.4663178791104163
(CH3)2C=NC2H558-P,4-Methyl-5-thiazoleethanol-F,-0.5830272592289766,0.0177685813588323,16,-0.1666666666666667,0.693238811728395,8,-0.5,0.6666666666666667,3,-0.4362303803020631,0.0229197358397307,27,True,-,0.12955667327314227
(CH3)2C=NC2H558-P,9-Octadecenoic acid-F,-0.2979363995137862,0.2623870826659999,16,-0.4047619047619048,0.3198886412288162,8,-0.5,0.6666666666666667,3,-0.5314600869440866,0.0043344085102184,27,True,-,0.05290431892371284
(CH3)2C=NC2H558-P,"Azetidine, 1-acetyl-2-methyl-F",0.0648970375178544,0.8112748430968252,16,0.2380952380952381,0.5701563208157683,8,0.5,0.6666666666666667,3,0.1111790066940503,0.5808912822813341,27,True,+,0.7093479989259714
(CH3)2C=NC2H558-P,"Hexadecanoic acid, methyl ester-F",0.0177122205335385,0.9480894138062204,16,0.0476190476190476,0.9108491685195836,8,0.5,0.6666666666666667,3,0.1411333583330204,0.4825692737301346,27,True,+,0.6409031481062208
(CH3)2C=NC2H558-P,Hymexazole-F,-0.1093058799529809,0.6869717468820808,16,-0.3571428571428572,0.3851206435562563,8,-0.5,0.6666666666666667,3,-0.3122517713721838,0.1128131308633156,27,True,-,0.30987172637649735
(CH3)2C=NC2H558-P,L-Leucine-F,0.2376389588249752,0.3754869001535319,16,0.0952380952380952,0.8225054302036114,8,1.0,0.0,3,0.049793803914031,0.8051822725012485,27,True,+,0.8606422882542254
(CH3)2C=NC2H558-P,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-F",0.5250760308262766,0.0367533951753398,16,0.6666666666666669,0.0709876543209875,8,0.5,0.6666666666666667,3,0.5320709606072408,0.0042816173078294,27,True,+,0.05290431892371284
(CH3)2C=NC2H558-P,N-(2-hydroxyethyl)-succinimide-F,0.238939092679373,0.3728020706720083,16,0.380952380952381,0.3518125531175647,8,1.0,0.0,3,0.0781918288837277,0.6982634521751808,27,True,+,0.7942793468830575
(CH3)2C=NC2H558-P,Niacin-F,-0.1667900766908211,0.5369767781684255,16,-0.1428571428571428,0.735764859879812,8,-1.0,0.0,3,-0.0791202160351781,0.6948491497592328,27,True,-,0.7920907733984606
(CH3)2C=NC2H558-P,Oxalic acid-F,0.2184507199136418,0.4163273217657077,16,0.4523809523809524,0.260404767436885,8,0.5,0.6666666666666667,3,0.3378647063123822,0.0847753411179745,27,True,+,0.265437960554954
(CH3)2C=NC2H558-P,Pantothenic acid-F,-0.0177122205335385,0.9480894138062204,16,-0.0714285714285714,0.8665262706759088,8,-1.0,0.0,3,-0.1053917935603724,0.6008493408393176,27,True,-,0.7249748573350677
(CH3)2C=NC2H558-P,Pentanedioic acid-F,-0.4885620830501044,0.0548282076363532,16,-0.1428571428571428,0.735764859879812,8,-1.0,0.0,3,-0.4185123396455367,0.029810847060699,27,True,-,0.14739037407220015
(CH3)2C=NC2H558-P,"Pentitol, 3-desoxy-F",-0.0383764778226668,0.8877872480908717,16,-0.0238095238095238,0.9553740118158808,8,-0.5,0.6666666666666667,3,-0.0015274172979764,0.9939671559675188,27,True,-,0.9953717256650707
(CH3)2C=NC2H558-P,phenoxyethanol-F,0.2514792899408284,0.3474531087696543,16,0.7142857142857144,0.0465282322841672,8,1.0,0.0,3,0.3251833740831296,0.0979080154152668,27,True,+,0.28671135092680056
(CH3)2C=NC2H558-P,Uridine-F,-0.2481538896229836,0.3540780327398506,16,-0.3095238095238095,0.4556448907375822,8,-1.0,0.0,3,-0.3033913982119163,0.1239529692007692,27,True,-,0.3238968195153977
(CH3)2C=NC2H558-P,Vanillin-F,-0.2094404392621665,0.4362751249928485,16,-0.119047619047619,0.7788857260523797,8,-0.8660254037844387,0.3333333333333332,3,-0.3173973145194983,0.106693630951199,27,True,-,0.30004055476487973
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P","1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-0.0944651761788721,0.7278484308364812,16,-0.4523809523809524,0.260404767436885,8,-0.5,0.6666666666666667,3,-0.4747212962110687,0.0123475614341028,27,True,-,0.09408930325771525
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",1-Octadecanol-F,0.2307692307692307,0.3898480927823802,16,0.4523809523809524,0.260404767436885,8,1.0,0.0,3,0.0470660146699266,0.8156691999914486,27,True,+,0.8687939474858816
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P","2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone-F",0.3571964474263603,0.1743991933928999,16,0.3952166664313755,0.3325171079338276,8,1.0,0.0,3,0.0348304324231203,0.8630662494207708,27,True,+,0.9003330943417854
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",2'-Desoxyuridine-F,-0.2819195101588215,0.2901225676710021,16,-0.5868368683374969,0.1261989855360893,8,-1.0,0.0,3,-0.2795600497118867,0.15787901634186,27,True,-,0.35631718550190483
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",2-Hydroxy-5-methoxybenzaldehyde-F,0.3527683922929757,0.1801868375344923,16,0.5000000000000001,0.2070312499999999,8,1.0,0.0,3,0.0959218063129186,0.6341174331261864,27,True,+,0.7500067944379547
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",2-Pyrrolidinone-F,-0.191882389113334,0.4765096764430313,16,-0.2142857142857143,0.6103444156452669,8,-1.0,0.0,3,-0.4823583827009507,0.0108312662682378,27,True,-,0.0877361014310826
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",4-Hydroxybenzaldehyde-F,-0.1180814702235901,0.6631696838376993,16,-0.119047619047619,0.7788857260523797,8,-1.0,0.0,3,-0.4343974795444914,0.0235659622108757,27,True,-,0.12977599253552963
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",4-Hydroxybenzeneacetic acid-F,-0.1904063707355391,0.4799719335541037,16,-0.1428571428571428,0.735764859879812,8,-1.0,0.0,3,-0.1383840071966628,0.4912245015340999,27,True,-,0.6468281835512469
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",9-Octadecenoic acid-F,-0.0176991920503239,0.948127549549737,16,-0.4523809523809524,0.260404767436885,8,-0.5,0.6666666666666667,3,-0.323763041471685,0.0994688105734018,27,True,-,0.2890532232060933
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P","Benzaldehyde, 2,5-dimethoxy-F",0.2361629404471803,0.3785477494943629,16,0.2380952380952381,0.5701563208157683,8,0.5,0.6666666666666667,3,0.3082328107316398,0.117770431448991,27,True,+,0.3161362844198925
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P","Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester-F",0.287823583670001,0.2797025420252696,16,0.1556914140487236,0.7127617079991629,8,1.0,0.0,3,0.1353498382758096,0.5008663585924573,27,True,+,0.6520770841197576
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P","Guanidine, N,N-dimethyl-F",0.2081185912690777,0.4392420349143749,16,0.261904761904762,0.530922861565801,8,1.0,0.0,3,0.0192454579545027,0.924093286446452,27,True,+,0.94452996489671
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P","Hexadecanoic acid, methyl ester-F",0.2671593263808728,0.3171708836212644,16,0.0714285714285714,0.8665262706759088,8,0.5,0.6666666666666667,3,0.2434703172974399,0.2210412990266333,27,True,+,0.4211562567374283
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",Isopropyl myristate-F,0.0723782178067035,0.7899488745311667,16,0.6428571428571429,0.0855588910126731,8,1.0,0.0,3,0.1732355717886773,0.3875194357398864,27,True,+,0.567548967192231
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",Isopropyl palmitate-F,0.1183431952662721,0.6624642919978665,16,0.7380952380952381,0.0365527610528608,8,1.0,0.0,3,0.1570904645476772,0.4339099972446298,27,True,+,0.5999014895744273
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",L-Aspartic acid-F,-0.3156355915641101,0.2337028963419411,16,-0.6428571428571429,0.0855588910126731,8,-1.0,0.0,3,-0.6157606524593557,0.000628161348163,27,True,-,0.02032589482120882
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P","Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-F",0.0147493267086032,0.9567646840852796,16,0.6190476190476191,0.1017330374542646,8,0.5,0.6666666666666667,3,0.0653634819574911,0.7460031719454243,27,True,+,0.8273358078017591
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",Palmitic Acid-F,0.1239855437347696,0.6473227198262244,16,0.2142857142857143,0.6103444156452669,8,0.5,0.6666666666666667,3,0.0555979896463413,0.7829794417187629,27,True,+,0.8458698318321469
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",Pantothenic acid-F,-0.0811810107787182,0.7650343155559606,16,-0.3333333333333334,0.4197530864197531,8,-1.0,0.0,3,-0.127692086110828,0.5256124315819535,27,True,-,0.6684947219307453
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",Pentadecanoic acid-F,0.2651854761982131,0.3208955780619053,16,0.261904761904762,0.530922861565801,8,0.5,0.6666666666666667,3,0.0904922084477222,0.6535150022653827,27,True,+,0.7621354332507974
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",Phenylalanine-F,-0.0236686390532544,0.9306666457631436,16,-0.523809523809524,0.1827207505397148,8,-0.5,0.6666666666666667,3,-0.3432151589242053,0.0796541920697999,27,True,-,0.2581475797871869
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",Sedoheptulose anhydride-F,0.0324724043114873,0.904971381721022,16,0.3333333333333334,0.4197530864197531,8,0.5,0.6666666666666667,3,0.0186344910353122,0.9264965084835912,27,True,+,0.9460766460307949
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",Suberic acid-F,-0.0191882389113334,0.9437696551243768,16,-0.7142857142857144,0.0465282322841672,8,-1.0,0.0,3,-0.5727814867411543,0.0017930940387494,27,True,-,0.03434340474217319
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-P",Thymidine-F,-0.4560896787386171,0.0757953456594772,16,-0.4285714285714286,0.2894032248467901,8,-1.0,0.0,3,-0.340919540908335,0.0818217137615821,27,True,-,0.26079914239176155
1-Aminocyclopropanecarboxylic acid-P,L-Hydroxyproline-F,-0.3101950692290127,0.2423005203759821,16,-0.3494229522161129,0.3962076825398593,8,-0.5,0.6666666666666667,3,-0.3273229829770754,0.0955915688073751,27,True,-,0.2833650958145193
1-Aminocyclopropanecarboxylic acid-P,Phloroglucinol-F,0.002954238754562,0.9913364998749086,16,0.3253248175805189,0.4316883861953463,8,0.5,0.6666666666666667,3,0.2090466109769557,0.2953502058306991,27,True,+,0.49599450535164114
1-Aminocyclopropanecarboxylic acid-P,"2,5-Dimethoxyphenol-F",-0.2106444538755481,0.4335816489133428,16,-0.0963925385423759,0.8203804112381492,8,-0.5,0.6666666666666667,3,-0.191808148894711,0.3378395426508493,27,True,-,0.5292902488398714
1-Aminocyclopropanecarboxylic acid-P,3-Pyridylcarbinol-F,0.809461418749995,0.0001453053118514,16,0.084343471224579,0.842604396293089,8,0.5,0.6666666666666667,3,0.842298917912997,3.6035062580333875e-08,27,True,+,7.661054304578981e-05
1-Aminocyclopropanecarboxylic acid-P,9H-Purin-6-ol-F,-0.4437889245382501,0.0850810126588458,16,-0.0602453365889849,0.8873130218901897,8,-0.5,0.6666666666666667,3,-0.2204219820361762,0.2692429743536053,27,True,-,0.4699594117206608
1-Aminocyclopropanecarboxylic acid-P,"Azetidine, 1-acetyl-2-methyl-F",0.3131493079835747,0.2376077976821274,16,0.3735210868517069,0.3620625982631651,8,1.0,0.0,3,0.133557557013055,0.5066056731865651,27,True,+,0.6550153082965728
1-Aminocyclopropanecarboxylic acid-P,Benzoic Acid-F,0.0539545443260175,0.8426891973476738,16,0.084343471224579,0.842604396293089,8,0.5,0.6666666666666667,3,0.2590556273916615,0.1919592908755131,27,True,+,0.39240908884744313
1-Aminocyclopropanecarboxylic acid-P,D-(+)-Talofuranose-F,-0.2025143170592988,0.4519344013741759,16,-0.2891776156271279,0.4872612723244323,8,-0.5,0.6666666666666667,3,-0.0580773677928208,0.7735443079486728,27,True,-,0.8417086822518421
1-Aminocyclopropanecarboxylic acid-P,"Erythrono-1,4-lactone-F",-0.3825739187157823,0.1436083490499873,16,-0.1030321952826706,0.8081774697681819,8,-0.5,0.6666666666666667,3,-0.0625095879664835,0.7567565447922401,27,True,-,0.8330232889956889
1-Aminocyclopropanecarboxylic acid-P,L-5-Oxoproline-F,0.3042865917198886,0.251858335802629,16,0.0361472019533909,0.9322830115259056,8,0.5,0.6666666666666667,3,0.2279952803929956,0.2527134436688297,27,True,+,0.452513482566467
1-Aminocyclopropanecarboxylic acid-P,L-Glutamic acid-F,0.4830180363708912,0.0580618203164048,16,0.2289322790381429,0.5855140871254392,8,0.5,0.6666666666666667,3,0.32151613267216,0.1019758570142923,27,True,+,0.2907934592461401
1-Aminocyclopropanecarboxylic acid-P,L-Proline-F,0.5524426471030988,0.0264785961135444,16,0.1807360097669549,0.6684274536427572,8,1.0,0.0,3,0.7334968806208974,1.3431589258932018e-05,27,True,+,0.002039682768892105
1-Aminocyclopropanecarboxylic acid-P,L-Threonine-F,0.5007418365206588,0.0481942402355421,16,0.2650794809915339,0.5257681332737645,8,0.5,0.6666666666666667,3,0.7155307197720812,2.7238154472642992e-05,27,True,+,0.003145054733063525
1-Aminocyclopropanecarboxylic acid-P,L-Valine-F,0.4475671713161469,0.082146382335618,16,0.3132757502627219,0.4499082073234439,8,0.5,0.6666666666666667,3,0.5357583465535137,0.0039744240684795,27,True,+,0.05059656029693064
1-Aminocyclopropanecarboxylic acid-P,Pentadecanoic acid-F,-0.2611275964391691,0.3286321402505678,16,-0.3855701541695039,0.3455110585365558,8,-0.5,0.6666666666666667,3,-0.3441419555329435,0.0787916282893264,27,True,-,0.25658502924237514
1-Aminocyclopropanecarboxylic acid-P,Phenol-F,0.3880292571391675,0.1375084695755732,16,0.0240981346355939,0.9548334873494592,8,0.5,0.6666666666666667,3,0.3278314576726336,0.0950471749527147,27,True,+,0.2830082276530372
1-Aminocyclopropanecarboxylic acid-P,phenoxyethanol-F,0.3007410707722752,0.2577041245234757,16,0.4940117600296769,0.2133973302811901,8,0.5,0.6666666666666667,3,0.1663608873852561,0.4069149584049224,27,True,+,0.5802154269408887
1-Aminocyclopropanecarboxylic acid-P,Pipecolic acid-F,0.149298876080213,0.581043491088967,16,0.1084416058601729,0.7982604003862407,8,1.0,0.0,3,0.5933061625571859,0.0011065730589697,27,True,+,0.026433419363703168
1-Aminocyclopropanecarboxylic acid-P,Sedoheptulose anhydride-F,-0.1581681162433939,0.558511246942379,16,-0.7711403083390079,0.025059026608687,8,-0.5,0.6666666666666667,3,-0.0602170602904511,0.7654269460424998,27,True,-,0.83751810977167
1-Aminocyclopropanecarboxylic acid-P,Urea-F,0.2128617639163433,0.428643778808831,16,0.4181894985002514,0.3025160033254718,8,0.5,0.6666666666666667,3,0.1258025597890243,0.5318073348225938,27,True,+,0.6725891694424951
"1-Butanamine, N,N-diethyl--P",L-Serine-F,0.6017725297110137,0.0136534535043659,16,0.203596464525254,0.6286746732890387,8,0.5,0.6666666666666667,3,0.3846037474130213,0.0476094916324971,27,True,+,0.1942759677748346
"1-Butanamine, N,N-diethyl--P",N-Acetylglucosamine-F,0.4985272427507907,0.0493535227847597,16,0.2634777776209169,0.5283664705769091,8,0.5,0.6666666666666667,3,0.2071178242621353,0.2999293377111155,27,True,+,0.4988044639584435
"1-Butanamine, N,N-diethyl--P","1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-0.6214037370516434,0.0101849170178589,16,-0.0359287878573977,0.932691474909088,8,-0.5,0.6666666666666667,3,-0.1701802945280821,0.3960730662376818,27,True,-,0.5720457464818692
"1-Butanamine, N,N-diethyl--P",2-Ketobutyric acid-F,-0.6109467455621301,0.0119330992011699,16,-0.4311454542887731,0.2861957348053604,8,-0.5,0.6666666666666667,3,-0.5144429221018594,0.0060442604028887,27,True,-,0.06297065233151625
"1-Butanamine, N,N-diethyl--P",3-Pyridylcarbinol-F,0.7123924800255383,0.0019576285083817,16,0.5149792926227014,0.1915493134158659,8,1.0,0.0,3,0.5663664397964587,0.00207191283628,27,True,+,0.03732954821975661
"1-Butanamine, N,N-diethyl--P",4-Coumaric acid-F,-0.3761078310693836,0.1510737422897949,16,-0.1916202019061214,0.6494102011224531,8,-0.5,0.6666666666666667,3,-0.0140522417640976,0.9445393148617492,27,True,-,0.9585157915971737
"1-Butanamine, N,N-diethyl--P",4-Hydroxybenzeneacetic acid-F,0.2811815009699241,0.2914411551446361,16,0.5628843430992316,0.1463315326055506,8,0.5,0.6666666666666667,3,0.2809349745396257,0.1557590218559678,27,True,+,0.3553739183533267
