node,node_dir
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,-1
"2,3-Butanediol",-1
L-Glutamic acid,-1
alpha-D-Xylopyranose,-1
D-Arabinose,1
L-Rhamnose,-1
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",-1
alpha-Linolenic acid,-1
Monomethyl succinate,-1
N-(2-hydroxyethyl)-succinimide,-1
Cyclohexanecarboxylic acid,-1
alpha-Ketoisovaleric acid,1
Glyceric acid,1
D-Psicofuranose,1
Stearic acid,-1
"D-(+)-Ribono-1,4-lactone ",-1
Hymexazole,-1
4-hydroxy-3-penten-2-one,-1
Thr-Leu,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",-1
Deoxyribopyranose,1
"2',2,3,6'-Tetramethoxychalcone",1
D-(+)-Talofuranose,1
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester",-1
Heptadecanoic acid,-1
Nonadecanoic acid,-1
9H-Purin-6-ol,-1
"cis-4,5-Dihydroxy-o-dithiane",-1
D-(+)-Glucosamine,-1
Hydracrylic acid,-1
L-Threonine,-1
"N-Acetyl-D-galactosamine, (R,R,R,R)",-1
N-Acetyl-L-glutamic acid,-1
Salsoline,-1
Undecanoic acid,-1
Uracil,-1
5-Hydroxymethyl-2-furoic acid,-1
4-Hydroxybenzoic acid,-1
"Dimethyl hexopyranosiduronate, alpha-D",-1
Pantothenic acid ,-1
Argininosuccinic acid,-1
Arachidic acid,-1
Pyridoxic acid,-1
Cyclohexanol,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",-1
Hydroquinone,-1
Trisaminol,-1
Monolaurin,1
9-Octadecenamide,-1
Methyl beta-Arabinofuranoside,1
Serine,-1
Isocitric acid lactone,1
Picolinic acid,-1
Suberic acid,-1
Xanthine,-1
13-Docosenamide,-1
"Pentanoic acid, 4-methyl-2-oxo-",-1
4-Methyl-5-thiazoleethanol,-1
"Gulonic acid, gamma-lactone",-1
Hexanedioic acid,1
1-Monopalmitin,1
L-Norvaline,-1
3-Amino-2-piperidone,-1
Pipecolic acid,-1
Pyrrole-2-carboxylic acid,-1
Ribitol,1
phenoxyethanol,-1
"Thymine, 1,3-dimethyl-6-hydroxymethyl",1
Myristic acid,-1
Acetoacetic acid,1
"Inosose-2, myo",-1
"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine",-1
"Arabinofuranose, 1,2,3,5-tetrakis",-1
Cyclo(L-prolyl-L-valine),-1
D-Glucose,-1
Tetrahydrogeranyl formate,-1
3-O-methyl-beta-D-Glucopyranose,1
"2,5-Di-tert-butyl-4-hydroxyphenol",-1
5-Methyluridine,-1
4-Pentenoic acid,-1
2-Ethylacetoacetate,-1
Aconitic acid,-1
D-(-)-Fructofuranose,-1
Ethyl alpha-D-glucopyranoside,-1
"L-Valinamide, N(2),N(2)-dimethyl",1
Norketamine,1
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",-1
Cyclohexanemethanol,-1
Ethyl glycolate,-1
"Guanidine, N,N-dimethyl",-1
Levulinic acid,1
N-Acetyl glucosamine methoxime,-1
Syringic acid,1
2-Hydroxy-3-methylbutyric acid,-1
L-Leucine,-1
2-Aminobutanoic acid,-1
Decanoic acid,-1
Butyl caprylate,-1
9-Octadecenoic acid,1
Pentanoic acid,-1
N-Acetylglucosamine,-1
Tyrosine,-1
9-Octadecen-1-ol,-1
"2,3,4-Trihydroxybutyric acid",-1
3-Pyridylcarbinol,-1
4-Pyridinol,-1
Cytosine,-1
Dihydrouracil,-1
2-tert-Butyl-4-ethylphenol ,-1
"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",-1
"Hexadecanoic acid, methyl ester",-1
Methylmaleic acid,1
2'-Desoxyuridine,-1
"Hexadecanoic acid, tetradecyl ester",-1
Acetohydroxamic acid,1
Butyl Succinate,-1
alpha-Tocopheryl acetate,1
Ribonic acid,-1
Pentanedioic acid,-1
L-Serine,-1
3-(3-Hydroxyphenyl)propanoic acid,-1
Lactic Acid,-1
beta-D-(-)-Ribopyranose,-1
N-Methyl-alpha-aminoisobutyric acid,-1
Xylazine,-1
Niacinamide,-1
"2-Pentenedioic acid, 2-hydroxy-",-1
Thymidine,-1
"D-Erythro-Pentitol, 2-deoxy-",1
Phenylalanine,-1
1-Octadecanol,-1
"Propanoic acid, 2-hydroxy-3-phosphate-",-1
"1,5-Anhydroglucitol",-1
N-Methyl-L-proline,1
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",-1
Levoglucosan,1
Propanedioic acid,1
Campesterol,1
3-Undecene,-1
"2,3-Dihydroxy-2-methylpropanoic acid",1
Menthol,-1
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,-1
Itaconic acid,1
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",-1
L-Glutamine,-1
L-(+)-Lactic acid,-1
alpha-D-(+)-Talopyranose,-1
"2,5-Dimethoxybenzhydrazide",-1
Arabinose,1
"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",-1
Tetrahydrolinalool,1
1-Hexanol,1
"3-Hydroxy-2,3-dihydromaltol",-1
Uridine,-1
"N,N-Diethyl-2-aminoethanol",1
"2-Furanacetaldehyde, tetrahydro-alpha",1
Citric acid,-1
Glycolic acid,-1
Octadecyl octyl ether,-1
Dehydroabietic acid,-1
3-Methyl-2-furoic acid,1
"Azetidine, 1-acetyl-2-methyl",-1
"Hexadecanoic acid, 4-hydroxybutyl ester",-1
"Methyl galactoside (1S,2S,3S,4R,5R)",-1
Palmitic Acid,-1
3-Hydroxyisovaleric acid,-1
"Erythrono-1,4-lactone",-1
beta-Arabinopyranose,-1
2'-Deoxyribolactone,-1
8-Hydroxy-5-(hydroxymethyl)quinoline,-1
Phloroglucinol,1
Ser-Leu,-1
"Xylonic acid, delta-lactone",1
1-Tetracosene,-1
L-(-)-Sorbofuranose,-1
Idoxuridine ,-1
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",-1
"1-Propanamine, N,N-diethyl-",-1
Ketamine,-1
4-Hydroxybenzaldehyde,-1
Arabinitol,-1
Xylose,1
12-Oxooctadecanoate,1
"cis,cis,cis-1-Isobutyl-2,5-dimethylcyclohexane",-1
Cholesterol,-1
Pimelic acid,-1
Lignoceric acid,-1
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino",-1
Isonicotinic Acid,1
1-Octanol,1
L-Proline,-1
Erythritol,1
3-Deoxyhexitol,-1
"Thymidine, 5'-phosphate",-1
Sebacic acid,-1
3-Aminobutanoic acid,1
"2,6-Di-O-methyl-d-galactopyranose",1
alpha-L-(-)-Fucopyranose,1
"Pentitol, 3-desoxy",1
"Propane, 2-methyl",-1
Phloretic acid,-1
D-Mannopyranose,1
"beta-D-Galactopyranoside, methyl-, acetate",1
Butanedioic acid,-1
4-Hydroxybenzeneacetic acid,-1
Tricine,-1
Dihydroxyacetone,1
3-Hydroxypicolinic acid,1
trans-Coniferryl alchool,-1
5-Hydroxy-2-methylpyridine,1
"1,7-Dimethyl-4-(1-methylethyl)cyclodecane",-1
Ethanamine,-1
"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile",-1
"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol",-1
17-alpha-Hydroxypregnenolone,1
4-Hydroxybutanoic acid,-1
"Acetamide, N-(2-butyl)-N-methyl-",-1
"Propanoic acid, 2-oxo",-1
1-Methyl-4-hydroxy-1H-imidazol-2-amine,-1
d-Erythrotetrofuranose,-1
4-Aminobenzoic acid,-1
"Butanoic acid, 3,4-dihydroxy-",-1
2-Aminoadipic acid,1
Glycerol tricaprylate,-1
2-Palmitoylglycerol,1
2-Pentenedioic acid,-1
4-Methoxyphenol,-1
3-Hydroxybutyric acid,-1
Hexacosanoic acid,-1
Nonanoic acid,-1
4-Hydroxyphenyllactic acid,-1
Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,1
Glycerol,-1
N-Acetyl-L-phenylalanine,-1
