node,node_dir
ENSMUSG00000026623-P,-1.0
ENSMUSG00000032633-P,1.0
ENSMUSG00000024168-P,-1.0
ENSMUSG00000042797-P,-1.0
ENSMUSG00000068196-P,-1.0
ENSMUSG00000048330-P,-1.0
ENSMUSG00000045284-P,-1.0
ENSMUSG00000017286-P,-1.0
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",-1.0
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",-1.0
ENSMUSG00000006777-P,-1.0
ENSMUSG00000029878-P,-1.0
ENSMUSG00000026483-P,-1.0
"1-Octanol, 2-butyl-",1.0
"1-Octanol, 2-butyl-",1.0
ENSMUSG00000025437-P,1.0
"1-Octene, 2-methyl-",-1.0
"1-Octene, 2-methyl-",-1.0
ENSMUSG00000051510-P,-1.0
ENSMUSG00000014075-P,-1.0
1-Phenethylamine,-1.0
1-Phenethylamine,-1.0
ENSMUSG00000064340-P,1.0
ENSMUSG00000055681-P,1.0
"1-Phenyl-1,2-ethanediol",-1.0
"1-Phenyl-1,2-ethanediol",-1.0
ENSMUSG00000032615-P,1.0
ENSMUSG00000028655-P,1.0
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",1.0
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",1.0
ENSMUSG00000026273-P,1.0
ENSMUSG00000056952-P,1.0
"1,1'-Biphenyl, 3,4-diethyl-",-1.0
"1,1'-Biphenyl, 3,4-diethyl-",-1.0
"1,2-Benzenedicarboxylic acid",1.0
"1,2-Benzenedicarboxylic acid",1.0
ENSMUSG00000023967-P,1.0
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1.0
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1.0
ENSMUSG00000061838-P,-1.0
ENSMUSG00000042745-P,1.0
ENSMUSG00000070643-P,-1.0
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",-1.0
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",-1.0
"1,3,5-Benzetriol",-1.0
"1,3,5-Benzetriol",-1.0
ENSMUSG00000051074-P,1.0
ENSMUSG00000001054-P,1.0
ENSMUSG00000020491-P,-1.0
ENSMUSG00000072763-P,-1.0
"1,3,5-Trimethyl-1H-pyrazol-4-amine",-1.0
"1,3,5-Trimethyl-1H-pyrazol-4-amine",-1.0
ENSMUSG00000051297-P,1.0
ENSMUSG00000035293-P,1.0
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",1.0
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",1.0
ENSMUSG00000030304-P,-1.0
"1,5-Anhydroglucitol",1.0
"1,5-Anhydroglucitol",1.0
ENSMUSG00000035941-P,-1.0
10-Heptadecenoic acid,-1.0
10-Heptadecenoic acid,-1.0
ENSMUSG00000024687-P,-1.0
ENSMUSG00000024800-P,-1.0
ENSMUSG00000042594-P,-1.0
ENSMUSG00000020546-P,-1.0
ENSMUSG00000037408-P,-1.0
ENSMUSG00000015461-P,1.0
12-Oxooctadecanoate,-1.0
12-Oxooctadecanoate,-1.0
ENSMUSG00000031751-P,1.0
ENSMUSG00000029550-P,1.0
ENSMUSG00000017221-P,1.0
ENSMUSG00000004285-P,1.0
ENSMUSG00000030286-P,1.0
ENSMUSG00000066595-P,-1.0
13-Docosenamide,1.0
13-Docosenamide,1.0
ENSMUSG00000025474-P,-1.0
"15-Oxo-11Z,13E-eicosadienoic acid",-1.0
"15-Oxo-11Z,13E-eicosadienoic acid",-1.0
ENSMUSG00000049739-P,1.0
ENSMUSG00000030060-P,1.0
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-1.0
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-1.0
ENSMUSG00000058351-P,1.0
ENSMUSG00000071072-P,-1.0
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",1.0
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",1.0
ENSMUSG00000034647-P,-1.0
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",-1.0
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",-1.0
ENSMUSG00000102142-P,-1.0
ENSMUSG00000029623-P,-1.0
ENSMUSG00000046351-P,-1.0
ENSMUSG00000031922-P,-1.0
ENSMUSG00000021709-P,-1.0
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,-1.0
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,-1.0
ENSMUSG00000004895-P,1.0
ENSMUSG00000039883-P,1.0
ENSMUSG00000040661-P,-1.0
"2-Allyl-1,4-dimethoxybenzene",-1.0
"2-Allyl-1,4-dimethoxybenzene",-1.0
ENSMUSG00000014846-P,1.0
ENSMUSG00000038135-P,1.0
ENSMUSG00000021585-P,-1.0
2-Amino-4-methylphenol,-1.0
2-Amino-4-methylphenol,-1.0
2-Aminoadipic acid,-1.0
2-Aminoadipic acid,-1.0
ENSMUSG00000043263-P,-1.0
2-Aminobutanoic acid,1.0
2-Aminobutanoic acid,1.0
ENSMUSG00000032238-P,-1.0
2-Ethyl-3-hydroxypropionic acid,-1.0
2-Ethyl-3-hydroxypropionic acid,-1.0
ENSMUSG00000031489-P,-1.0
ENSMUSG00000004098-P,1.0
"2-Heptanone, 4,6-dimethyl-",-1.0
"2-Heptanone, 4,6-dimethyl-",-1.0
ENSMUSG00000041642-P,1.0
ENSMUSG00000031590-P,-1.0
ENSMUSG00000039145-P,-1.0
ENSMUSG00000078201-P,-1.0
ENSMUSG00000013858-P,1.0
2-Heptenoic acid,-1.0
2-Heptenoic acid,-1.0
ENSMUSG00000078485-P,-1.0
2-Hydroxy-3-methylbutyric acid,-1.0
2-Hydroxy-3-methylbutyric acid,-1.0
ENSMUSG00000022711-P,-1.0
ENSMUSG00000029438-P,-1.0
ENSMUSG00000041491-P,-1.0
ENSMUSG00000046806-P,-1.0
2-Hydroxy-5-methoxybenzaldehyde,1.0
2-Hydroxy-5-methoxybenzaldehyde,1.0
2-Hydroxybutyric acid,1.0
2-Hydroxybutyric acid,1.0
ENSMUSG00000004040-P,1.0
ENSMUSG00000024335-P,1.0
ENSMUSG00000033792-P,1.0
ENSMUSG00000025231-P,1.0
2-Isopropyl-5-methyl-1-heptanol ,-1.0
2-Isopropyl-5-methyl-1-heptanol ,-1.0
ENSMUSG00000041408-P,-1.0
2-Ketoisocaproic acid,1.0
2-Ketoisocaproic acid,1.0
2-Methyl-4-pentenoic acid,-1.0
2-Methyl-4-pentenoic acid,-1.0
ENSMUSG00000030352-P,1.0
ENSMUSG00000024772-P,1.0
2-Methylglutaconic acid,-1.0
2-Methylglutaconic acid,-1.0
ENSMUSG00000016495-P,-1.0
ENSMUSG00000031511-P,1.0
ENSMUSG00000050822-P,1.0
2-Pentenoic acid,-1.0
2-Pentenoic acid,-1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-",-1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-",-1.0
ENSMUSG00000066057-P,-1.0
ENSMUSG00000040612-P,-1.0
"2,2-Diallylpyrrolidine",-1.0
"2,2-Diallylpyrrolidine",-1.0
ENSMUSG00000021000-P,-1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",-1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",-1.0
ENSMUSG00000028383-P,1.0
"2,3-Butanediol",-1.0
"2,3-Butanediol",-1.0
ENSMUSG00000022426-P,1.0
"2,3,4-Trihydroxybutyric acid tetrakis",-1.0
"2,3,4-Trihydroxybutyric acid tetrakis",-1.0
ENSMUSG00000032216-P,-1.0
"2,4-Imidazolidinedione, 5,5-dimethyl-",-1.0
"2,4-Imidazolidinedione, 5,5-dimethyl-",-1.0
ENSMUSG00000026520-P,1.0
ENSMUSG00000028041-P,1.0
ENSMUSG00000038990-P,1.0
ENSMUSG00000054484-P,1.0
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",1.0
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",1.0
ENSMUSG00000029265-P,-1.0
"2,5-di-tert-Butyl-1,4-benzoquinone",1.0
"2,5-di-tert-Butyl-1,4-benzoquinone",1.0
"2,5-Di-tert-butylhydroquinone",1.0
"2,5-Di-tert-butylhydroquinone",1.0
ENSMUSG00000053746-P,1.0
ENSMUSG00000015970-P,1.0
"2,5-Dimethoxy-4-methylamphetamine",-1.0
"2,5-Dimethoxy-4-methylamphetamine",-1.0
ENSMUSG00000039000-P,-1.0
ENSMUSG00000064246-P,-1.0
ENSMUSG00000026527-P,-1.0
ENSMUSG00000046714-P,1.0
"2,5-Dimethoxymandelic acid",1.0
"2,5-Dimethoxymandelic acid",1.0
ENSMUSG00000042506-P,1.0
ENSMUSG00000061533-P,-1.0
"2,5-Dimethyl-1-aza-bicyclo[2.2.1]heptane",1.0
"2,5-Dimethyl-1-aza-bicyclo[2.2.1]heptane",1.0
ENSMUSG00000035934-P,-1.0
ENSMUSG00000028700-P,-1.0
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",-1.0
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",-1.0
ENSMUSG00000033487-P,-1.0
ENSMUSG00000031246-P,-1.0
ENSMUSG00000003949-P,-1.0
ENSMUSG00000045817-P,-1.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",-1.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",-1.0
ENSMUSG00000062040-P,1.0
ENSMUSG00000031079-P,1.0
ENSMUSG00000001964-P,1.0
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",-1.0
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",-1.0
ENSMUSG00000097462-P,-1.0
ENSMUSG00000030616-P,-1.0
ENSMUSG00000030697-P,1.0
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-1.0
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-1.0
ENSMUSG00000038555-P,1.0
3-Amino-2-piperidone,-1.0
3-Amino-2-piperidone,-1.0
ENSMUSG00000042699-P,-1.0
ENSMUSG00000063894-P,-1.0
3-Aminobenzoic acid,-1.0
3-Aminobenzoic acid,-1.0
ENSMUSG00000028133-P,1.0
ENSMUSG00000030265-P,-1.0
ENSMUSG00000040167-P,-1.0
ENSMUSG00000042129-P,1.0
ENSMUSG00000026096-P,-1.0
ENSMUSG00000004263-P,-1.0
ENSMUSG00000027349-P,-1.0
ENSMUSG00000039194-P,-1.0
3-Aminobutanoic acid,-1.0
3-Aminobutanoic acid,-1.0
ENSMUSG00000030782-P,-1.0
"3-Buten-2-one, 3-trimethylsilyloxy-",1.0
"3-Buten-2-one, 3-trimethylsilyloxy-",1.0
"3-Buten-2-one, 4-(4-methoxyphenyl)-",1.0
"3-Buten-2-one, 4-(4-methoxyphenyl)-",1.0
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",-1.0
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",-1.0
3-Hexenedinitrile,-1.0
3-Hexenedinitrile,-1.0
"3-Hydroxy-2,3-dihydromaltol",-1.0
"3-Hydroxy-2,3-dihydromaltol",-1.0
ENSMUSG00000031657-P,-1.0
3-Hydroxyisovaleric acid,-1.0
3-Hydroxyisovaleric acid,-1.0
ENSMUSG00000091183-P,-1.0
3-Indoleacetic acid,-1.0
3-Indoleacetic acid,-1.0
ENSMUSG00000031583-P,-1.0
ENSMUSG00000022023-P,-1.0
ENSMUSG00000011831-P,-1.0
ENSMUSG00000034349-P,-1.0
ENSMUSG00000021243-P,1.0
3-Methoxysalicylic acid,1.0
3-Methoxysalicylic acid,1.0
ENSMUSG00000029790-P,-1.0
ENSMUSG00000018707-P,1.0
3-Methyladenine,-1.0
3-Methyladenine,-1.0
ENSMUSG00000090877-P,1.0
"3-Methylpiperazine-2,5-dione, (R)-",-1.0
"3-Methylpiperazine-2,5-dione, (R)-",-1.0
ENSMUSG00000056735-P,-1.0
ENSMUSG00000070527-P,1.0
ENSMUSG00000032560-P,-1.0
3-Nonen-1-ol,1.0
3-Nonen-1-ol,1.0
3-Ureidopropionic acid,-1.0
3-Ureidopropionic acid,-1.0
ENSMUSG00000022568-P,1.0
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",1.0
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",1.0
ENSMUSG00000032261-P,-1.0
ENSMUSG00000023046-P,1.0
ENSMUSG00000030862-P,-1.0
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",-1.0
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",-1.0
ENSMUSG00000020752-P,1.0
ENSMUSG00000041134-P,-1.0
"3,5-di-tert-Butyl-4-hydroxyacetophenone",-1.0
"3,5-di-tert-Butyl-4-hydroxyacetophenone",-1.0
ENSMUSG00000028051-P,1.0
ENSMUSG00000034930-P,-1.0
"3,5-Dimethylpyrazole",-1.0
"3,5-Dimethylpyrazole",-1.0
ENSMUSG00000027523-P,-1.0
ENSMUSG00000026803-P,-1.0
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,1.0
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,1.0
ENSMUSG00000064345-P,-1.0
ENSMUSG00000006005-P,-1.0
ENSMUSG00000020297-P,1.0
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",-1.0
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",-1.0
"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-1.0
"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-1.0
ENSMUSG00000025060-P,-1.0
ENSMUSG00000103731-P,-1.0
4-(Methoxycarbonyl)phenol,1.0
4-(Methoxycarbonyl)phenol,1.0
4-Hydroxybenzeneacetic acid,-1.0
4-Hydroxybenzeneacetic acid,-1.0
4-Hydroxybenzoic acid,-1.0
4-Hydroxybenzoic acid,-1.0
ENSMUSG00000070858-P,1.0
4-Hydroxybutanoic acid,1.0
4-Hydroxybutanoic acid,1.0
4-Hydroxyphenyllactic acid,-1.0
4-Hydroxyphenyllactic acid,-1.0
ENSMUSG00000031479-P,-1.0
4-Methylvaleric acid,1.0
4-Methylvaleric acid,1.0
ENSMUSG00000083899-P,1.0
4-Pyridinol,-1.0
4-Pyridinol,-1.0
ENSMUSG00000041649-P,1.0
ENSMUSG00000046947-P,1.0
5-Henicosylresorcinol,-1.0
5-Henicosylresorcinol,-1.0
5-Hydroxyquinoline,-1.0
5-Hydroxyquinoline,-1.0
ENSMUSG00000041685-P,-1.0
ENSMUSG00000068762-P,1.0
"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",1.0
"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",1.0
ENSMUSG00000031513-P,-1.0
ENSMUSG00000032641-P,1.0
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0
"6,7,4'-Trihydroxyisoflavone",-1.0
"6,7,4'-Trihydroxyisoflavone",-1.0
ENSMUSG00000094002-P,1.0
ENSMUSG00000030557-P,-1.0
ENSMUSG00000038717-P,-1.0
"6,8-Dioxapentadecane",-1.0
"6,8-Dioxapentadecane",-1.0
ENSMUSG00000064338-P,1.0
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",1.0
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",1.0
ENSMUSG00000002660-P,1.0
9-Hexadecenoic acid,1.0
9-Hexadecenoic acid,1.0
9-Octadecenamide,-1.0
9-Octadecenamide,-1.0
9-Octadecenoic acid,-1.0
9-Octadecenoic acid,-1.0
"9H-Fluorene, 9-methylene-",-1.0
"9H-Fluorene, 9-methylene-",-1.0
ENSMUSG00000023236-P,1.0
"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",-1.0
"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",-1.0
ENSMUSG00000036815-P,-1.0
ENSMUSG00000037012-P,1.0
"Acetamide, 2,2,2-trifluoro-",-1.0
"Acetamide, 2,2,2-trifluoro-",-1.0
ENSMUSG00000031967-P,-1.0
ENSMUSG00000005699-P,1.0
"Acetic acid, bis[(trimethylsilyl)oxyl]-",1.0
"Acetic acid, bis[(trimethylsilyl)oxyl]-",1.0
Acetoacetic acid,-1.0
Acetoacetic acid,-1.0
Aceturic acid,-1.0
Aceturic acid,-1.0
ENSMUSG00000044224-P,-1.0
Adipoyl-L-carnitine,-1.0
Adipoyl-L-carnitine,-1.0
ENSMUSG00000042426-P,1.0
ENSMUSG00000030016-P,-1.0
Alloxanic acid,-1.0
Alloxanic acid,-1.0
ENSMUSG00000021215-P,-1.0
ENSMUSG00000032018-P,-1.0
ENSMUSG00000038884-P,1.0
ENSMUSG00000026784-P,1.0
Allylescaline ,-1.0
Allylescaline ,-1.0
ENSMUSG00000022843-P,-1.0
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",-1.0
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",-1.0
alpha-Linolenic acid,1.0
alpha-Linolenic acid,1.0
"Arabinofuranose, 1,2,3,5-tetrakis-O-",-1.0
"Arabinofuranose, 1,2,3,5-tetrakis-O-",-1.0
ENSMUSG00000038827-P,1.0
Arachidonic acid,-1.0
Arachidonic acid,-1.0
ENSMUSG00000033047-P,-1.0
Arsenous acid,1.0
Arsenous acid,1.0
ENSMUSG00000015932-P,-1.0
Aspartic acid,1.0
Aspartic acid,1.0
Atrazine desethyl,-1.0
Atrazine desethyl,-1.0
Azatadine,-1.0
Azatadine,-1.0
"Azetidine, 1-acetyl-2-methyl-",-1.0
"Azetidine, 1-acetyl-2-methyl-",-1.0
"Aziridine, 1-(2-buten-2-yl)-",-1.0
"Aziridine, 1-(2-buten-2-yl)-",-1.0
ENSMUSG00000059495-P,-1.0
"Benzaldehyde, 2,5-dimethyl-",-1.0
"Benzaldehyde, 2,5-dimethyl-",-1.0
ENSMUSG00000035133-P,-1.0
ENSMUSG00000032372-P,-1.0
ENSMUSG00000038064-P,1.0
ENSMUSG00000031715-P,-1.0
ENSMUSG00000058756-P,1.0
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",1.0
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",1.0
ENSMUSG00000027598-P,-1.0
ENSMUSG00000018293-P,-1.0
"Benzene, 4-ethenyl-1,2-dimethoxy-",-1.0
"Benzene, 4-ethenyl-1,2-dimethoxy-",-1.0
ENSMUSG00000036718-P,1.0
ENSMUSG00000034957-P,1.0
"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-",1.0
"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-",1.0
"Benzenemethanamine, 2,3-dimethoxy-",1.0
"Benzenemethanamine, 2,3-dimethoxy-",1.0
ENSMUSG00000052751-P,1.0
ENSMUSG00000052951-P,1.0
"Benzimidazole, 5-trifluoromethyl-2-methyl-",-1.0
"Benzimidazole, 5-trifluoromethyl-2-methyl-",-1.0
ENSMUSG00000067928-P,-1.0
ENSMUSG00000029772-P,-1.0
ENSMUSG00000025016-P,-1.0
ENSMUSG00000002324-P,1.0
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1.0
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1.0
"Benzoic acid, methyl ester",1.0
"Benzoic acid, methyl ester",1.0
"Benzoic acid, pentadecyl ester",-1.0
"Benzoic acid, pentadecyl ester",-1.0
ENSMUSG00000028273-P,-1.0
ENSMUSG00000006476-P,1.0
ENSMUSG00000016487-P,-1.0
ENSMUSG00000024975-P,-1.0
Benzophenone,-1.0
Benzophenone,-1.0
ENSMUSG00000029551-P,1.0
Benzyl alcohol,1.0
Benzyl alcohol,1.0
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",-1.0
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",-1.0
beta-D-Glucopyranose,1.0
beta-D-Glucopyranose,1.0
ENSMUSG00000029840-P,-1.0
ENSMUSG00000070348-P,-1.0
beta-Lyxopyranose,-1.0
beta-Lyxopyranose,-1.0
ENSMUSG00000045930-P,-1.0
ENSMUSG00000022427-P,1.0
ENSMUSG00000030560-P,1.0
ENSMUSG00000027860-P,-1.0
ENSMUSG00000049097-P,-1.0
ENSMUSG00000053749-P,1.0
ENSMUSG00000085945-P,-1.0
ENSMUSG00000017314-P,-1.0
"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",-1.0
"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",-1.0
ENSMUSG00000031918-P,-1.0
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",-1.0
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",-1.0
ENSMUSG00000099689-P,-1.0
Butylated Hydroxytoluene,-1.0
Butylated Hydroxytoluene,-1.0
ENSMUSG00000047141-P,-1.0
Butylmethylamine,-1.0
Butylmethylamine,-1.0
ENSMUSG00000026820-P,1.0
Cadaverine,-1.0
Cadaverine,-1.0
ENSMUSG00000029198-P,1.0
Campesterol,-1.0
Campesterol,-1.0
ENSMUSG00000039157-P,1.0
Carfentrazone-ethyl,1.0
Carfentrazone-ethyl,1.0
ENSMUSG00000005580-P,1.0
"Cholest-7-en-3-ol, (3beta,5alpha)-",1.0
"Cholest-7-en-3-ol, (3beta,5alpha)-",1.0
"Cholesta-3,5-dien-7-one",-1.0
"Cholesta-3,5-dien-7-one",-1.0
ENSMUSG00000087368-P,-1.0
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,-1.0
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,-1.0
ENSMUSG00000021254-P,1.0
Cyclo-(l-leucyl-l-phenylalanyl) ,1.0
Cyclo-(l-leucyl-l-phenylalanyl) ,1.0
cyclobutanecarboxylic acid,-1.0
cyclobutanecarboxylic acid,-1.0
ENSMUSG00000019173-P,1.0
Cyclobutanol,-1.0
Cyclobutanol,-1.0
Cyclohexanol,-1.0
Cyclohexanol,-1.0
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",-1.0
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",-1.0
ENSMUSG00000032172-P,1.0
ENSMUSG00000098098-P,-1.0
ENSMUSG00000039450-P,1.0
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",-1.0
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",-1.0
ENSMUSG00000062044-P,1.0
"Cyclopentanone, 2,2,4-trimethyl-",-1.0
"Cyclopentanone, 2,2,4-trimethyl-",-1.0
ENSMUSG00000091475-P,1.0
D-(-)-Citramalic acid,-1.0
D-(-)-Citramalic acid,-1.0
ENSMUSG00000024947-P,1.0
ENSMUSG00000021676-P,-1.0
"D-(-)-Fructofuranose, pentakis",1.0
"D-(-)-Fructofuranose, pentakis",1.0
ENSMUSG00000042659-P,-1.0
ENSMUSG00000024151-P,1.0
"D-(+)-Ribono-1,4-lactone (R,S,R)-",-1.0
"D-(+)-Ribono-1,4-lactone (R,S,R)-",-1.0
ENSMUSG00000066113-P,1.0
"D-(+)-Talofuranose, pentakis",1.0
"D-(+)-Talofuranose, pentakis",1.0
D-Arabinose,1.0
D-Arabinose,1.0
ENSMUSG00000043411-P,1.0
D-Fructose,-1.0
D-Fructose,-1.0
ENSMUSG00000105607-P,-1.0
ENSMUSG00000012422-P,-1.0
"D-Isoleucine, N-acetyl-",-1.0
"D-Isoleucine, N-acetyl-",-1.0
ENSMUSG00000020308-P,1.0
D-Mannose,-1.0
D-Mannose,-1.0
ENSMUSG00000030663-P,-1.0
