n1,n2,edge_dir
1-Hydroxy-3-methoxy-6-methylanthraquinone,Dcaf12l1,-1
Por,"Glycine, N-(1-oxobutyl)-",1
Por,Uracil,1
Lpgat1,10-Heptadecenoic acid,1
Lpgat1,2-Amino-4-methylphenol,1
Lpgat1,3-Hexenedinitrile,1
Lpgat1,"6,7,4'-Trihydroxyisoflavone",1
Lpgat1,p-Toluic acid,1
Flcn,2-Hydroxybutyric acid,1
Tmem204,N-Isovaleroylglycine,1
Ric3,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",1
Ric3,Aceturic acid,1
Ric3,"D-(-)-Fructofuranose, pentakis",-1
Dcaf12l1,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1
Dcaf12l1,"Benzoic acid, pentadecyl ester",1
Dcaf12l1,Butylated Hydroxytoluene,1
Dcaf12l1,Latanoprost lactone diol,-1
Dcaf12l1,"N,O-Bis(trimethylsilyl)carbamate",1
Dcaf12l1,p-Toluic acid,1
Glod4,"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",1
Glod4,cyclobutanecarboxylic acid,1
Glod4,L-5-Oxoproline,1
Glod4,L-Aspartic acid,1
Niban1,"1-Octanol, 2-butyl-",-1
Niban1,Atrazine desethyl,1
Mafg,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",1
Mafg,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",1
Mafg,Aceturic acid,1
Mafg,Dinoseb ,1
Mafg,Isofucosterol,1
Mafg,Isopropyl palmitate,1
Dynlt2b,1-Phenethylamine,1
Dynlt2b,10-Heptadecenoic acid,1
Dynlt2b,2-Hydroxy-3-methylbutyric acid,1
Dynlt2b,5-Hydroxyquinoline,1
1-Phenethylamine,mt-Tl1,-1
mt-Tl1,DL-Glyceraldehyde,-1
mt-Tl1,L-Aspartic acid,-1
Cope,"1-Phenyl-1,2-ethanediol",-1
"1-Phenyl-1,2-ethanediol",Nt5m,-1
Mfsd2a,"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",1
Tatdn2,"1,1'-Biphenyl, 3,4-diethyl-",-1
Tatdn2,2-Aminoadipic acid,-1
Tatdn2,"Inosose-2, 1,3,4,5,6-pentakis-",-1
Tatdn2,"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",-1
Mrps18a,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
Mrps18a,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",-1
Mrps18a,D-(-)-Citramalic acid,-1
Sox13,"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",1
Sox13,2-Aminoadipic acid,1
Sox13,Sertraline carbamoyl glucuronide,1
"1,3,5-Benzetriol",Rmnd5b,-1
"1,3,5-Benzetriol",2810021J22Rik,1
"1,3,5-Benzetriol",Zfp1007,1
Zfp1007,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",1
Zfp1007,Dinoseb ,1
Zfp1007,Guanabenz,1
Zfp1007,Isopropyl palmitate,1
Zfp1007,Propylamine,1
Zfp1007,Triethanolamine,1
2410124H12Rik,2-Ketoisocaproic acid,1
G2e3,"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",1
G2e3,2-Isopropyl-5-methyl-1-heptanol ,-1
G2e3,3-Amino-2-piperidone,-1
G2e3,"6,7,4'-Trihydroxyisoflavone",-1
Ergic2,"1,5-Anhydroglucitol",-1
Ergic2,N-(Trimethylsilyl)hexanamide,1
Ibtk,10-Heptadecenoic acid,1
Ibtk,Trimidox,-1
10-Heptadecenoic acid,Osbp,1
10-Heptadecenoic acid,Rpp30,1
10-Heptadecenoic acid,Sh2b3,1
10-Heptadecenoic acid,Stxbp4,1
10-Heptadecenoic acid,Cnnm4,1
Osbp,2-Amino-4-methylphenol,1
Osbp,2-Isopropyl-5-methyl-1-heptanol ,1
Osbp,3-Methoxysalicylic acid,-1
Osbp,5-Hydroxyquinoline,1
Osbp,"6,7,4'-Trihydroxyisoflavone",1
Osbp,Arachidonic acid,1
Osbp,beta-Lyxopyranose,1
Osbp,DL-Glyceraldehyde,1
Osbp,p-Toluic acid,1
Osbp,Sertraline carbamoyl glucuronide,1
Rpp30,"2,4-Imidazolidinedione, 5,5-dimethyl-",1
Rpp30,3-Hexenedinitrile,1
Rpp30,3-Methoxysalicylic acid,-1
Rpp30,"3,5-Dimethylpyrazole",1
Rpp30,"6,7,4'-Trihydroxyisoflavone",1
Rpp30,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1
Rpp30,"Benzoic acid, pentadecyl ester",1
Rpp30,Dinoseb ,1
Rpp30,Levulinic acid,1
Rpp30,"Propanetriol, 2-methyl-",1
Sh2b3,Levulinic acid,1
Stxbp4,D-Fructose,1
Stxbp4,Isopropyl palmitate,1
Stxbp4,Levulinic acid,1
Stxbp4,Methyl aminoacetate,1
Atf6b,12-Oxooctadecanoate,-1
Atf6b,Nitrosothymol,-1
12-Oxooctadecanoate,Amfr,-1
12-Oxooctadecanoate,Sppl3,-1
12-Oxooctadecanoate,Psmd3,-1
12-Oxooctadecanoate,Atp6v1f,-1
12-Oxooctadecanoate,Emc3,-1
Amfr,Suberic acid,-1
Sppl3,Pimelic acid,-1
Sppl3,Suberic acid,-1
Psmd3,Nitrosothymol,-1
Atp6v1f,"2,4-Imidazolidinedione, 5,5-dimethyl-",-1
Atp6v1f,Nitrosothymol,-1
Flvcr1,13-Docosenamide,-1
Tubgcp2,Dihydrouracil,1
Tubgcp2,Hydracrylic acid,1
Tubgcp2,L-Asparagine,1
Hmces,"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)-",-1
Hmces,Tartronic acid,-1
Uqcc5,2-Hydroxybutyric acid,1
Uqcc5,L-Cysteine,1
Uqcc5,"N,N-Dimethyl-2-cyclohexyloxyethylamine",-1
Uqcc5,Xylitol,1
Ptges3,"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",-1
Ankrd12,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",UNKNOWN,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Pdap1,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Zfp322a,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Cep57,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Erbin,1
Pdap1,3'-(Trimethylsilyl)oxy-beta-naphthoflavone,-1
Zfp322a,4-Hydroxybenzoic acid,1
Zfp322a,"Benzaldehyde, 2,5-dimethyl-",1
Zfp322a,Trimidox,-1
Erbin,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1
Erbin,"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",1
Erbin,4-Hydroxybenzeneacetic acid,1
Erbin,beta-Lyxopyranose,1
Erbin,Ethanolamine,1
Lrrc17,"2-Allyl-1,4-dimethoxybenzene",-1
Lrrc17,2-Amino-4-methylphenol,-1
Lrrc17,"2,3,4-Trihydroxybutyric acid tetrakis",-1
Lrrc17,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-1
Lrrc17,"6,7,4'-Trihydroxyisoflavone",-1
Lrrc17,Arachidonic acid,-1
Lrrc17,Azatadine,-1
Lrrc17,beta-Lyxopyranose,-1
Lrrc17,"D-(+)-Ribono-1,4-lactone (R,S,R)-",-1
Lrrc17,DL-Glyceraldehyde,-1
Lrrc17,Isofucosterol,-1
Lrrc17,L-Aspartic acid,-1
Lrrc17,Methylmalonic monoamide,-1
Lrrc17,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-1
Lrrc17,p-Toluic acid,-1
Lrrc17,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",-1
Rad54l2,"2,3,4-Trihydroxybutyric acid tetrakis",1
Rad54l2,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1
Rad54l2,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",1
Rad54l2,Arachidonic acid,1
Rad54l2,"D-(+)-Ribono-1,4-lactone (R,S,R)-",1
Rad54l2,D-Fructose,1
Rad54l2,Dinoseb ,1
Rad54l2,DL-Glyceraldehyde,1
Rad54l2,Isofucosterol,1
Rad54l2,Isopropyl palmitate,1
Rad54l2,Methyl aminoacetate,1
Rad54l2,Methyl-3-methoxy-5-methyl benzoate,1
Rad54l2,Methylmalonic monoamide,1
Rad54l2,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1
Rad54l2,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",1
Rad54l2,Triethanolamine,1
"2-Allyl-1,4-dimethoxybenzene",Tppp3,-1
"2-Allyl-1,4-dimethoxybenzene",Crygn,-1
Tppp3,Isopropyl palmitate,-1
Tppp3,Methyl aminoacetate,-1
Tppp3,Propylamine,-1
Crygn,2-Amino-4-methylphenol,-1
Crygn,4-Hydroxybenzeneacetic acid,-1
Cast,2-Amino-4-methylphenol,1
Ifi209,2-Aminobutanoic acid,-1
Rora,2-Methyl-4-pentenoic acid,1
Rora,3-Indoleacetic acid,1
Rora,Guanabenz,1
Rora,Pimelic acid,1
Col5a3,"2-Heptanone, 4,6-dimethyl-",-1
"2-Heptanone, 4,6-dimethyl-",Kif21b,-1
"2-Heptanone, 4,6-dimethyl-",Frg1,1
"2-Heptanone, 4,6-dimethyl-",Camk1d,1
"2-Heptanone, 4,6-dimethyl-",Tmem203,1
Kif21b,"Erythrono-1,4-lactone, (Z)-",-1
Tmem203,Azatadine,1
Tmem259,2-Heptenoic acid,-1
Tmem259,2-Methyl-4-pentenoic acid,-1
Tmem259,3-Hydroxyisovaleric acid,-1
Tmem259,4-Hydroxyphenyllactic acid,-1
Tmem259,Glycine,-1
Tmem259,Guanabenz,-1
Tmem259,Octocrylene,-1
2-Heptenoic acid,Plekhn1,1
2-Hydroxy-3-methylbutyric acid,Pmm2,1
2-Hydroxy-3-methylbutyric acid,Bcl7a,1
2-Hydroxy-3-methylbutyric acid,Cep78,1
Pmm2,"Azetidine, 1-acetyl-2-methyl-",1
Bcl7a,"Azetidine, 1-acetyl-2-methyl-",1
Bcl7a,Dihydrouracil,1
Bcl7a,Glycolic acid,1
Cep78,"2-Propenamide, 3-phenyl-N-2-propenyl-",1
Cep78,Dihydrouracil,1
Cep78,Hydracrylic acid,1
Cep78,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",1
Cyren,2-Hydroxy-5-methoxybenzaldehyde,-1
2-Hydroxybutyric acid,Stat3,1
2-Hydroxybutyric acid,Brd2,1
2-Hydroxybutyric acid,Atp7a,1
Stat3,L-Hydroxyproline,-1
Stat3,Trisaminol,1
Atp7a,Cyclo-(l-leucyl-l-phenylalanyl) ,1
Atp7a,Dodecylcyclohexane,-1
Sufu,Guanabenz,-1
2-Isopropyl-5-methyl-1-heptanol ,Wapl,1
Wapl,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1
Wapl,"Benzoic acid, pentadecyl ester",1
Wapl,Dinoseb ,1
Wapl,"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",-1
2-Methyl-4-pentenoic acid,Tspan9,-1
Ehd1,2-Methylglutaconic acid,-1
Slc29a4,Dodecylcyclohexane,-1
Slc29a4,"N,N-Diethyl-2-aminoethanol",-1
"2-Propenamide, 3-phenyl-N-2-propenyl-",Gm1976,1
Gm1976,"2,5-di-tert-Butyl-1,4-benzoquinone",-1
Ildr2,"2,2-Diallylpyrrolidine",1
"2,2-Diallylpyrrolidine",Mia2,1
Mia2,"D-(-)-Fructofuranose, pentakis",-1
Hsdl2,"2,3-Butanediol",-1
"2,3-Butanediol",Josd1,-1
Nedd4,"2,4-Imidazolidinedione, 5,5-dimethyl-",1
Nedd4,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1
Nedd4,"3,5-Dimethylpyrazole",1
Nedd4,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1
Nedd4,"Benzoic acid, pentadecyl ester",1
Nedd4,Nitrosothymol,1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Pycr2,-1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Adam15,-1
Pycr2,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",-1
Adam15,3-Indoleacetic acid,-1
Adam15,Nitrosothymol,-1
Adam15,Pimelic acid,-1
Tmem62,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",1
Tmem62,Octanoic acid,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",Dr1,-1
Chdh,"D-(+)-Talofuranose, pentakis",1
Ube3c,4-Hydroxybenzoic acid,1
Ube3c,Pipecolic acid,1
Chi3l1,"Erythrono-1,4-lactone, (Z)-",1
Chi3l1,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",1
Rgs7,"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",-1
Foxc2,"2,5-Dimethoxymandelic acid",1
"2,5-Dimethoxymandelic acid",Usp22,1
Usp22,Benzyl alcohol,1
Pomgnt1,beta-Lyxopyranose,1
Pomgnt1,"Erythrono-1,4-lactone, (Z)-",1
Pomgnt1,"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",-1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Fndc3a,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Sh3bgrl,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Hlf,1
Sh3bgrl,"Benzoic acid, pentadecyl ester",1
Sh3bgrl,Cadaverine,1
Sh3bgrl,"Inosose-2, 1,3,4,5,6-pentakis-",1
Hlf,"Furan, 2-pentyl-",1
Hlf,Tributyl acetylcitrate,-1
Zfp36l2,"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",1
Zfp36l2,"Benzaldehyde, 2,5-dimethyl-",1
Zfp36l2,"Dodecane, 4,6-dimethyl-",1
Zfp36l2,Indole-3-lactic acid,1
Zfp36l2,Sertraline carbamoyl glucuronide,1
Zfp27,"Benzenemethanamine, 2,3-dimethoxy-",1
Zfp27,"Octane, 1-propoxy-",1
Zfp300,"3-Buten-2-one, 4-(4-methoxyphenyl)-",1
Emd,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",-1
Emd,Deoxycholic Acid,-1
Emd,Pimelic acid,-1
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",9530026P05Rik,1
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",Sytl2,1
Sytl2,Isofucosterol,1
Ppp4c,"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-1
Ppp4c,Desmosterol,-1
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",Reep2,-1
3-Amino-2-piperidone,Dhx9,1
Zkscan8,Hydracrylic acid,1
Osgepl1,"Cyclopentanone, 2,2,4-trimethyl-",1
Osgepl1,Dihydrouracil,1
Rlbp1,3-Aminobutanoic acid,1
Tgfb1i1,"3-Buten-2-one, 3-trimethylsilyloxy-",-1
"3-Hydroxy-2,3-dihydromaltol",Heatr3,1
Heatr3,4-Hydroxybenzeneacetic acid,1
Heatr3,Pimelic acid,1
Heatr3,Triethanolamine,1
3-Hydroxyisovaleric acid,Gm5141,1
Gm5141,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1
Gm5141,"Propanetriol, 2-methyl-",1
3-Indoleacetic acid,Wrn,1
3-Indoleacetic acid,Wbp4,1
3-Indoleacetic acid,Evi5,1
3-Indoleacetic acid,Smc4,1
Wbp4,Indole-3-lactic acid,1
Fcf1,3-Methoxysalicylic acid,1
Fcf1,Cadaverine,-1
Fcf1,"N,O-Bis(trimethylsilyl)carbamate",-1
Fcf1,p-Toluic acid,-1
3-Methoxysalicylic acid,Cep41,-1
3-Methoxysalicylic acid,Dync1h1,1
Cep41,"Benzaldehyde, 2,5-dimethyl-",1
Cep41,"Benzoic acid, pentadecyl ester",1
Dnajc13,3-Nonen-1-ol,-1
Scrib,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-1
Scrib,cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,-1
Scrib,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-1
Sh3bgrl2,L-5-Oxoproline,1
Sh3bgrl2,L-Aspartic acid,1
Igfbp6,Pipecolic acid,-1
Cyyr1,5-Hydroxyquinoline,1
Cyyr1,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",1
Cyyr1,"Cyclopentanone, 2,2,4-trimethyl-",1
Cyyr1,DL-Glyceraldehyde,1
Cyyr1,Glyceric acid,1
Cyyr1,Methyl-3-methoxy-5-methyl benzoate,1
Hcn3,9-Octadecenamide,-1
Hcn3,Glyceric acid,-1
Rtkn,"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",1
"3,5-Dimethylpyrazole",Gnas,1
Gnas,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1
Gnas,"Benzoic acid, pentadecyl ester",1
Gnas,Benzophenone,1
Gnas,Isofucosterol,1
Gnas,Methyl aminoacetate,1
Ttf1,3'-(Trimethylsilyl)oxy-beta-naphthoflavone,-1
Ttf1,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",1
Ttf1,Methylmalonic monoamide,1
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,mt-Nd2,-1
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,Tpr,-1
"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",Slk,1
Slk,Isopropyl palmitate,1
Slk,Methyl aminoacetate,1
Gm17530,4-(Methoxycarbonyl)phenol,-1
Nicol1,4-Hydroxybutanoic acid,1
Nicol1,"Aziridine, 1-(2-buten-2-yl)-",-1
4-Hydroxyphenyllactic acid,Vps36,1
Vps36,Benzophenone,1
Vps36,Methyl aminoacetate,1
Adck2,5-Henicosylresorcinol,-1
Adck2,Pimelic acid,-1
5-Hydroxyquinoline,Fcho2,1
Gstm6,D-Fructose,-1
Gstm6,L-Asparagine,-1
Gstm6,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-1
Leprotl1,L-5-Oxoproline,1
"6,7,4'-Trihydroxyisoflavone",Silc1,-1
"6,7,4'-Trihydroxyisoflavone",Mef2a,1
Mef2a,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1
Atp5mg,"Glycine, N-(1-oxobutyl)-",1
mt-Tv,"Benzaldehyde, 2,5-dimethyl-",-1
mt-Tv,"D-(+)-Ribono-1,4-lactone (R,S,R)-",-1
mt-Tv,Methylmalonic monoamide,-1
Clpp,9-Hexadecenoic acid,1
Hk1,Dodecylcyclohexane,-1
Hk1,Indole-5-carboxylic acid,-1
Hk1,"N,N-Dimethyl-2-cyclohexyloxyethylamine",-1
Hk1,Ribitol,-1
Pard6a,"Acetic acid, bis[(trimethylsilyl)oxyl]-",1
Dnajc21,Adipoyl-L-carnitine,1
Adipoyl-L-carnitine,Dhx29,-1
Adipoyl-L-carnitine,Zfp638,1
Dhx29,N-Valerylglycine,-1
Zfp638,Isopropyl palmitate,1
Zfp638,Methyl aminoacetate,1
Net1,Cyclo-(l-leucyl-l-phenylalanyl) ,-1
Pdss1,Allylescaline ,-1
Pdss1,Niclosamide,-1
Clcn2,"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",1
Clcn2,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1
Eif3l,Arsenous acid,-1
Dstn,Aspartic acid,-1
Arhgef12,"Benzaldehyde, 2,5-dimethyl-",1
Arhgef12,"Benzoic acid, pentadecyl ester",1
"Benzaldehyde, 2,5-dimethyl-",Arhgap5,1
"Benzaldehyde, 2,5-dimethyl-",Plscr2,1
"Benzaldehyde, 2,5-dimethyl-",Cldn22,-1
"Benzaldehyde, 2,5-dimethyl-",Smarca5,1
Plscr2,"Glycine, N-(1-oxobutyl)-",1
Cldn22,D-(-)-Citramalic acid,-1
Cldn22,"Dodecane, 4,6-dimethyl-",-1
Smarca5,Isopropyl palmitate,1
Thra,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",1
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",Itch,-1
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",Pfn1,-1
Micall2,Hydroquinone,1
Micall2,"L-Lysine, ethyl ester ",-1
Cebpa,"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-",1
"Benzimidazole, 5-trifluoromethyl-2-methyl-",Zfp760,1
"Benzimidazole, 5-trifluoromethyl-2-methyl-",Ahcyl2,1
"Benzimidazole, 5-trifluoromethyl-2-methyl-",Tm9sf3,1
