n1,n2,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count,Consistent,Sign,edge_dir,Pooled FDR
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",Benzophenone,,,0,0.948683298,0.051316702,4,0.753702346,0.083523281,6,0.758865248,0.004212585,12,2,TRUE,+,1,0.046132525
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",Butachlor ESA,,,0,1,0,3,0.8,0.2,4,0.953407314,6.87E-05,9,2,TRUE,+,1,0.004190641
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone","Cytosine, N-(tert-butyldimethylsilyl)-",1,0,3,1,0,4,0.985610761,0.000309086,6,0.981909388,2.68E-09,13,3,TRUE,+,1,2.96E-06
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone","Dodecanoic acid, 1-methylethyl ester",0.866025404,0.333333333,3,1,0,4,0.985610761,0.000309086,6,0.973644919,2.09E-08,13,3,TRUE,+,1,1.59E-05
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone","D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",0.866025404,0.333333333,3,1,0,3,0.735294118,0.095829941,6,0.916718542,2.74E-05,12,3,TRUE,+,1,0.002493
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",Frangulin,0.866025404,0.333333333,3,1,0,3,0.948683298,0.051316702,4,0.95719102,1.40E-05,10,3,TRUE,+,1,0.001610498
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone","Glycine, tert.-butyldimethylsilyl ester",0.866025404,0.333333333,3,0.948683298,0.051316702,4,0.014705882,0.977942767,6,0.736694678,0.004074644,13,3,TRUE,+,1,0.045083396
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",Hexacosanoic acid,,,0,1,0,3,0.342105263,0.573070287,5,0.901840491,0.000360256,10,2,TRUE,+,1,0.011121484
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",Isopropyl palmitate,0.5,0.666666667,3,1,0,4,0.970588235,0.001284857,6,0.983302167,1.73E-09,13,3,TRUE,+,1,2.79E-06
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",L-Glutamine,0.866025404,0.333333333,3,1,0,4,0.676470588,0.140074802,6,0.926088999,5.53E-06,13,3,TRUE,+,1,0.000930245
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",L-Tryptophan,1,0,3,1,0,4,0.608759587,0.199660189,6,0.90363481,2.28E-05,13,3,TRUE,+,1,0.002229427
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",N-Caffeoyl-O-methyltyramine,,,0,0.8,0.2,4,0.397058824,0.43571106,6,0.855174673,0.000791843,11,2,TRUE,+,1,0.017854563
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,0.866025404,0.333333333,3,1,0,3,0.8,0.2,4,0.944606428,3.85E-05,10,3,TRUE,+,1,0.002892126
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",Suberic acid,,,0,0.8,0.2,4,0.666736691,0.148089799,6,0.804244062,0.00161292,12,2,TRUE,+,1,0.02729453
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",Triethyl citrate,,,3,1,0,4,0.8,0.2,4,0.872392139,0.000459795,11,2,TRUE,+,1,0.012655003
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",Yangonin,0.866025404,0.333333333,3,1,0,3,0.735294118,0.095829941,6,0.850832844,0.000450271,12,3,TRUE,+,1,0.012526616
2-Hydroxy-3-methylbutyric acid,2-Pentadecanone,,,0,1,1.40E-24,5,0.212511859,0.686030866,6,0.837512925,0.000353039,13,2,TRUE,+,1,0.011054251
2-Hydroxy-3-methylbutyric acid,"3,5-Dimethylphenol",,,0,1,1.40E-24,5,0.7,0.188120404,5,0.780701754,0.002727275,12,2,TRUE,+,1,0.036492729
2-Hydroxy-3-methylbutyric acid,"5-Nonanol, tert-butyldimethylsilyl ether",,,0,0.9,0.037386073,5,0.500216403,0.312256581,6,0.868603874,0.000116887,13,2,TRUE,+,1,0.005721556
2-Hydroxy-3-methylbutyric acid,"Benzenesulfonamide, N-butyl",,,0,1,1.40E-24,5,0.637748139,0.17307111,6,0.879834254,7.31E-05,13,2,TRUE,+,1,0.004350859
2-Hydroxy-3-methylbutyric acid,Benzophenone,,,0,0.820782682,0.088587005,5,0.828571429,0.041562682,6,0.787990785,0.002333828,12,2,TRUE,+,1,0.034025533
2-Hydroxy-3-methylbutyric acid,Butachlor ESA,,,0,1,0,4,0.8,0.2,4,0.911858316,0.000237144,10,2,TRUE,+,1,0.009034822
2-Hydroxy-3-methylbutyric acid,"Cytosine, N-(tert-butyldimethylsilyl)-",,,0,1,1.40E-24,5,0.657142857,0.156174927,6,0.810773481,0.000772703,13,2,TRUE,+,1,0.017525174
2-Hydroxy-3-methylbutyric acid,DL-p-Hydroxyphenyllactic acid,,,0,0.8,0.2,4,0.974679434,0.00481823,5,0.782610745,0.004405939,11,2,TRUE,+,1,0.047658088
2-Hydroxy-3-methylbutyric acid,"Dodecanoic acid, 1-methylethyl ester",,,0,1,1.40E-24,5,0.657142857,0.156174927,6,0.862069786,0.000150658,13,2,TRUE,+,1,0.007148401
2-Hydroxy-3-methylbutyric acid,"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",,,0,1,0,4,0.666736691,0.148089799,6,0.776408451,0.002981536,12,2,TRUE,+,1,0.038229059
2-Hydroxy-3-methylbutyric acid,Frangulin,,,0,1,0,4,0.948683298,0.051316702,4,0.896028655,0.000450185,10,2,TRUE,+,1,0.012526616
2-Hydroxy-3-methylbutyric acid,"Glycine, tert.-butyldimethylsilyl ester",,,0,0.666885929,0.218893981,5,0.463816829,0.354164298,6,0.738900292,0.003908615,13,2,TRUE,+,1,0.044001784
2-Hydroxy-3-methylbutyric acid,Iminodiacetic acid,,,0,0.872081599,0.053854218,5,0.579771036,0.227783957,6,0.807219193,0.000849751,13,2,TRUE,+,1,0.018333812
2-Hydroxy-3-methylbutyric acid,Isopropyl palmitate,,,0,1,1.40E-24,5,0.637748139,0.17307111,6,0.87551951,8.80E-05,13,2,TRUE,+,1,0.004857777
2-Hydroxy-3-methylbutyric acid,L-Alanine,,,0,0.974679434,0.00481823,5,0.550782484,0.257369332,6,0.870165746,0.00010979,13,2,TRUE,+,1,0.005502113
2-Hydroxy-3-methylbutyric acid,L-Glutamine,,,0,1,1.40E-24,5,0.405839725,0.424662508,6,0.858729056,0.000170702,13,2,TRUE,+,1,0.00758739
2-Hydroxy-3-methylbutyric acid,N-Caffeoyl-O-methyltyramine,,,0,0.9,0.037386073,5,0.463816829,0.354164298,6,0.86443662,0.000285909,12,2,TRUE,+,1,0.009871503
2-Hydroxy-3-methylbutyric acid,Norketamine,,,0,1,1.40E-24,5,0.176546966,0.737930932,6,0.770533235,0.002053063,13,2,TRUE,+,1,0.031279117
2-Hydroxy-3-methylbutyric acid,Pentanedioic acid,,,0,0.8,0.2,4,0.753702346,0.083523281,6,0.817224461,0.00117151,12,2,TRUE,+,1,0.022206999
2-Hydroxy-3-methylbutyric acid,Suberic acid,,,0,0.8,0.104088039,5,0.942857143,0.004804665,6,0.852636828,0.000425046,12,2,TRUE,+,1,0.012087737
"2-Methyl-1,3-butanediol",Biphenyl,1,0,3,0.3,0.623837665,5,0.463816829,0.354164298,6,0.720007111,0.003685682,14,3,TRUE,+,1,0.043234395
2-Methyl-3-pentanol,8-Methylnonanoic acid,,,0,1,0,3,0.974679434,0.00481823,5,0.874267171,0.004512386,8,2,TRUE,+,1,0.048027375
2-Methyl-3-pentanol,"Benzene, 1,4-dimethoxy",,,0,1,0,3,0.9,0.037386073,5,0.915729116,0.001403174,8,2,TRUE,+,1,0.024890253
2-Methyl-3-pentanol,Citramalic acid,,,0,0.5,0.666666667,3,0.8,0.2,4,0.928571429,0.002519472,7,2,TRUE,+,1,0.035448074
2-Methyl-3-pentanol,"Cyclohexanone, 3,3,5-trimethyl",,,0,1,0,3,1,0,4,0.964285714,0.000454149,7,2,TRUE,+,1,0.012557117
2-Methyl-3-pentanol,Cyclooctylamine,,,0,0.866025404,0.333333333,3,0.6,0.28475698,5,0.898219696,0.002438797,8,2,TRUE,+,1,0.034993793
2-Methyl-3-pentanol,Diethylamine,,,0,1,0,3,0.8,0.104088039,5,0.898219696,0.002438797,8,2,TRUE,+,1,0.034993793
2-Methyl-3-pentanol,"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",,,0,1,0,3,0.718184846,0.171795305,5,0.934148484,0.000679106,8,2,TRUE,+,1,0.01614341
2-Methyl-3-pentanol,Trimethylolpropane,,,0,1,0,3,0.632455532,0.367544468,4,0.936974961,0.00185103,7,2,TRUE,+,1,0.029456518
"2-Methylcyclohexanol, (Z)","3,5-Dimethylphenol",1,0,3,0.974679434,0.00481823,5,0.9,0.037386073,5,0.819957182,0.000598894,13,3,TRUE,+,1,0.015038454
"2-Methylcyclohexanol, (Z)",3-Buten-2-one,0.5,0.666666667,3,0.974679434,0.00481823,5,0.898645105,0.014888622,6,0.899238591,1.21E-05,14,3,TRUE,+,1,0.001498709
"2-Methylcyclohexanol, (Z)","5-Nonanol, tert-butyldimethylsilyl ether",0.5,0.666666667,3,0.820782682,0.088587005,5,0.701570685,0.120301018,6,0.763600237,0.001481108,14,3,TRUE,+,1,0.025918283
"2-Methylcyclohexanol, (Z)","6,7,4'-Trihydroxyisoflavone",1,0,3,0.820782682,0.088587005,5,0.691176471,0.128331404,6,0.740875145,0.002434265,14,3,TRUE,+,1,0.034993793
"2-Methylcyclohexanol, (Z)","Benzenesulfonamide, N-butyl",0.5,0.666666667,3,0.974679434,0.00481823,5,0.882352941,0.019947079,6,0.853666931,0.00010264,14,3,TRUE,+,1,0.005348789
"2-Methylcyclohexanol, (Z)",Diacetyl monoxime,0.866025404,0.333333333,3,0.974679434,0.00481823,5,0.463816829,0.354164298,6,0.704446184,0.004910949,14,3,TRUE,+,1,0.049713716
"2-Methylcyclohexanol, (Z)",Lignoceric acid,1,0,3,0.820782682,0.088587005,5,0.426470588,0.399076748,6,0.873622781,4.46E-05,14,3,TRUE,+,1,0.003281738
"2-Methylcyclohexanol, (Z)","l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",,,0,-0.8,0.2,4,-0.974679434,0.00481823,5,-0.837439073,0.002498661,10,2,TRUE,-,-1,0.035328422
"2-Methylcyclohexanol, (Z)",Myristic acid,1,0,3,0.974679434,0.00481823,5,0.716497721,0.109167272,6,0.741112941,0.002422264,14,3,TRUE,+,1,0.034993793
"2-Methylcyclohexanol, (Z)",Niacin,0.5,0.666666667,3,0.974679434,0.00481823,5,0.552631579,0.334034711,5,0.787512153,0.001393524,13,3,TRUE,+,1,0.024832982
"2-Methylcyclohexanol, (Z)",Suberic acid,,,0,0.666885929,0.218893981,5,0.31887407,0.53790056,6,0.760073755,0.002566679,13,2,TRUE,+,1,0.035638594
"2-Methylcyclohexanol, (Z)",Vanillylmandelic acid,,,0,0.974679434,0.00481823,5,0.6,0.28475698,5,0.836483502,0.002554816,10,2,TRUE,+,1,0.035638594
2-Naphthol,3-Buten-2-one,0.866025404,0.333333333,3,1,1.40E-24,5,0.441367415,0.38093921,6,0.725371031,0.00332433,14,3,TRUE,+,1,0.041176403
2-Naphthol,Adenine,,,0,1,1.40E-24,5,0.794461347,0.0590276,6,0.932885487,9.57E-06,12,2,TRUE,+,1,0.001255092
2-Naphthol,Cycloheptanol,0.866025404,0.333333333,3,1,1.40E-24,5,0.208978502,0.691095503,6,0.708432687,0.004570487,14,3,TRUE,+,1,0.048027375
2-Naphthol,"Cytosine, N-(tert-butyldimethylsilyl)-",0.5,0.666666667,3,1,1.40E-24,5,0.500216403,0.312256581,6,0.827973513,0.000255472,14,3,TRUE,+,1,0.009408674
2-Naphthol,Diacetyl monoxime,0.5,0.666666667,3,1,1.40E-24,5,0.147122472,0.780908527,6,0.764446332,0.00145248,14,3,TRUE,+,1,0.025530645
2-Naphthol,Heptylamine,,,0,1,0,4,0.974679434,0.00481823,5,0.944785276,3.80E-05,10,2,TRUE,+,1,0.002890767
2-Naphthol,Hexacosanoic acid,,,0,1,0,4,0.763157895,0.13333912,5,0.910138249,0.000100384,11,2,TRUE,+,1,0.00528143
2-Naphthol,L-Tryptophan,0.5,0.666666667,3,1,1.40E-24,5,0.88273483,0.019820417,6,0.918799234,3.47E-06,14,3,TRUE,+,1,0.000788828
2-Naphthol,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,0.866025404,0.333333333,3,1,0,4,0.894427191,0.105572809,4,0.880268458,0.000349292,11,3,TRUE,+,1,0.011053221
2-Naphthol,Propylene glycol,0.866025404,0.333333333,3,0.8,0.2,4,0.537373291,0.271528721,6,0.817809622,0.000636451,13,3,TRUE,+,1,0.015430434
2-Naphthol,Stearic acid,0.5,0.666666667,3,0.9,0.037386073,5,0.948683298,0.051316702,4,0.810630896,0.001382192,12,3,TRUE,+,1,0.024745081
2-Naphthol,Triethyl citrate,,,3,1,1.40E-24,5,0.948683298,0.051316702,4,0.902310482,5.94E-05,12,2,TRUE,+,1,0.003923323
2-Pentadecanone,"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",0.5,0.666666667,3,0.872081599,0.053854218,5,0.737864787,0.262135213,4,0.792857143,0.002096375,12,3,TRUE,+,1,0.031728704
2-Pentadecanone,Adenine,,,0,1,1.40E-24,5,0.758970926,0.080141228,6,0.865520618,0.000275182,12,2,TRUE,+,1,0.009718083
2-Pentadecanone,Butachlor ESA,,,0,1,0,4,0.948683298,0.051316702,4,0.990867389,3.01E-08,10,2,TRUE,+,1,1.84E-05
2-Pentadecanone,"Cytosine, N-(tert-butyldimethylsilyl)-",0.5,0.666666667,3,1,1.40E-24,5,0.758970926,0.080141228,6,0.926524022,1.94E-06,14,3,TRUE,+,1,0.000534845
2-Pentadecanone,"Dodecanoic acid, 1-methylethyl ester",0.866025404,0.333333333,3,1,1.40E-24,5,0.758970926,0.080141228,6,0.943298896,4.24E-07,14,3,TRUE,+,1,0.000172714
2-Pentadecanone,"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",0.866025404,0.333333333,3,1,0,4,0.708447269,0.115113065,6,0.906598298,1.93E-05,13,3,TRUE,+,1,0.002016147
2-Pentadecanone,Frangulin,0.866025404,0.333333333,3,1,0,4,0.777777778,0.222222222,4,0.899092028,0.000166387,11,3,TRUE,+,1,0.00748163
2-Pentadecanone,Hexacosanoic acid,,,0,1,0,4,0.630893268,0.253757542,5,0.949084245,8.25E-06,11,2,TRUE,+,1,0.001138937
2-Pentadecanone,Iminodiacetic acid,0.866025404,0.333333333,3,0.872081599,0.053854218,5,0.523634938,0.286336254,6,0.844874491,0.00014278,14,3,TRUE,+,1,0.006858783
2-Pentadecanone,Isopropyl palmitate,1,0,3,1,1.40E-24,5,0.77005138,0.073235128,6,0.942043621,4.83E-07,14,3,TRUE,+,1,0.000186602
2-Pentadecanone,L-Alanine,0.5,0.666666667,3,0.974679434,0.00481823,5,0.739249324,0.093122034,6,0.965500393,2.26E-08,14,3,TRUE,+,1,1.59E-05
2-Pentadecanone,L-Glutamine,0.866025404,0.333333333,3,1,1.40E-24,5,0.924061655,0.008430994,6,0.969914734,1.00E-08,14,3,TRUE,+,1,9.70E-06
2-Pentadecanone,L-Tryptophan,0.5,0.666666667,3,1,1.40E-24,5,0.455382556,0.364143252,6,0.829249335,0.000245029,14,3,TRUE,+,1,0.009101036
2-Pentadecanone,N-Caffeoyl-O-methyltyramine,,,0,0.9,0.037386073,5,0.030802055,0.953811529,6,0.828330261,0.000873452,12,2,TRUE,+,1,0.0185076
2-Pentadecanone,Norketamine,0.5,0.666666667,3,1,1.40E-24,5,0.750366479,0.085697149,6,0.916014012,4.22E-06,14,3,TRUE,+,1,0.000881985
2-Pentadecanone,Suberic acid,,,0,0.8,0.104088039,5,0.333947207,0.517700208,6,0.727064631,0.004864325,13,2,TRUE,+,1,0.049500902
2-Pentadecanone,Triethyl citrate,,,3,1,1.40E-24,5,0.948683298,0.051316702,4,0.891653272,9.78E-05,12,2,TRUE,+,1,0.005215355
2-Pentadecanone,Vanillylmandelic acid,,,0,1,1.40E-24,5,0.335410197,0.581090673,5,0.836483502,0.002554816,10,2,TRUE,+,1,0.035638594
2-Pentadecanone,Yangonin,0.866025404,0.333333333,3,1,0,4,0.77005138,0.073235128,6,0.818464492,0.000624806,13,3,TRUE,+,1,0.015331598
2-Propyl-1-pentanol,Cycloheptanol,,,0,0.6,0.4,4,0.81167945,0.049857585,6,0.847101484,0.000506128,12,2,TRUE,+,1,0.013464577
2-Propyl-1-pentanol,Niacin,,,0,0.8,0.2,4,0.564288094,0.321723336,5,0.823800784,0.001824365,11,2,TRUE,+,1,0.029376841
2-Propyl-1-pentanol,Niacinamide,,,0,-0.632455532,0.367544468,4,-0.942857143,0.004804665,6,-0.864990823,0.00058602,11,2,TRUE,-,-1,0.014949183
2-Propyl-1-pentanol,Triethyl citrate,,,0,0.6,0.4,4,1,0,4,0.905487805,0.00031103,10,2,TRUE,+,1,0.010378361
2-Pyrrolidone-5-carboxylic acid,Curcumin,-1,0,3,-0.670820393,0.215169943,5,-0.714285714,0.110787172,6,-0.71877669,0.003772763,14,3,TRUE,-,-1,0.043615174
2-Pyrrolidone-5-carboxylic acid,Glycolic acid,1,0,3,0.894427191,0.040519326,5,0.985610761,0.000309086,6,0.862480492,7.21E-05,14,3,TRUE,+,1,0.004324589
2-Pyrrolidone-5-carboxylic acid,Picolinic acid,0.866025404,0.333333333,3,1,1.40E-24,5,0.617914381,0.191093902,6,0.800233081,0.000587607,14,3,TRUE,+,1,0.014949183
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal","Cyclohexanone, 3,3,5-trimethyl",0.5,0.666666667,3,1,1.40E-24,5,0.5,0.391002219,5,0.800550964,0.001010545,13,3,TRUE,+,1,0.020247547
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",Cyclooctylamine,0.5,0.666666667,3,0.974679434,0.00481823,5,0.942857143,0.004804665,6,0.865198124,6.44E-05,14,3,TRUE,+,1,0.004081646
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",Diethylamine,0.5,0.666666667,3,0.8,0.104088039,5,0.927633657,0.007665844,6,0.717751263,0.003846564,14,3,TRUE,+,1,0.043791733
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal","Hymexazole, tert-butyldimethylsilyl ether",-0.5,0.666666667,3,-0.4,0.504631575,5,-0.942857143,0.004804665,6,-0.72907489,0.003091537,14,3,TRUE,-,-1,0.038941282
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",Ketamine,-1,0,3,-0.6,0.28475698,5,-0.637748139,0.17307111,6,-0.715404101,0.004019761,14,3,TRUE,-,-1,0.044667859
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",Methylthiouracil,,,0,-0.7,0.188120404,5,-0.942857143,0.004804665,6,-0.749311295,0.003194241,13,2,TRUE,-,-1,0.039717454
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",Mevalonolactone,0.5,0.666666667,3,0.820782682,0.088587005,5,0.485714286,0.328723032,6,0.72246696,0.003516327,14,3,TRUE,+,1,0.042097941
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",N-Acetylaminoethanol,0.866025404,0.333333333,3,0.974679434,0.00481823,5,0.550782484,0.257369332,6,0.739186018,0.002520874,14,3,TRUE,+,1,0.035448074
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",Trimethylolpropane,,,0,1,0,3,0.974679434,0.00481823,5,0.873425497,0.002094395,9,2,TRUE,+,1,0.031728704
"3,4-Methylenedioxyamphetamine",3-Heptanol,1,0,3,,,0,0.948683298,0.051316702,4,0.909107605,0.001751608,8,2,TRUE,+,1,0.02851986
"3,4-Methylenedioxyamphetamine",Malic acid,1,0,3,,,0,1,0,4,0.903773601,0.000827411,9,2,TRUE,+,1,0.018076832
"3,4-Methylenedioxyamphetamine",Mevalonolactone,-1,0,3,,,0,-1,0,4,-0.853563957,0.003418215,9,2,TRUE,-,-1,0.041453882
"3,4-Methylenedioxyamphetamine",Uracil,1,0,3,,,0,0.8,0.2,4,0.865546218,0.002566629,9,2,TRUE,+,1,0.035638594
"3,5-Dimethylphenol",3-Buten-2-one,0.5,0.666666667,3,1,1.40E-24,5,0.8,0.104088039,5,0.91184573,1.42E-05,13,3,TRUE,+,1,0.001612977
"3,5-Dimethylphenol",4-Oxohexanoic acid,0.5,0.666666667,3,0.9,0.037386073,5,1,0,3,0.803652968,0.00287903,11,3,TRUE,+,1,0.037203596
"3,5-Dimethylphenol","5-Chlorovaleric acid, nonyl ester",0.866025404,0.333333333,3,0.9,0.037386073,5,0.6,0.28475698,5,0.805518008,0.000888706,13,3,TRUE,+,1,0.018576366
"3,5-Dimethylphenol","5-Nonanol, tert-butyldimethylsilyl ether",0.5,0.666666667,3,0.9,0.037386073,5,0.974679434,0.00481823,5,0.841380111,0.000311669,13,3,TRUE,+,1,0.010378361
"3,5-Dimethylphenol","6,7,4'-Trihydroxyisoflavone",1,0,3,0.9,0.037386073,5,0.5,0.391002219,5,0.729024073,0.004694828,13,3,TRUE,+,1,0.048672659
"3,5-Dimethylphenol","Benzenesulfonamide, N-butyl",0.5,0.666666667,3,1,1.40E-24,5,0.974679434,0.00481823,5,0.939311238,1.92E-06,13,3,TRUE,+,1,0.000534845
"3,5-Dimethylphenol",Butachlor ESA,,,0,1,0,4,0.8,0.2,4,0.857146817,0.00152784,10,2,TRUE,+,1,0.026375699
"3,5-Dimethylphenol",DL-p-Hydroxyphenyllactic acid,1,0,3,0.8,0.2,4,0.948683298,0.051316702,4,0.831050228,0.00152693,11,3,TRUE,+,1,0.026375699
"3,5-Dimethylphenol",Heptanoic acid,1,0,3,0.820782682,0.088587005,5,0.666885929,0.218893981,5,0.835415214,0.000377234,13,3,TRUE,+,1,0.011264599
"3,5-Dimethylphenol",Isopropylamine,-0.5,0.666666667,3,-0.7,0.188120404,5,-0.6,0.28475698,5,-0.816552501,0.000659283,13,3,TRUE,-,-1,0.015786053
"3,5-Dimethylphenol",N-Acetyl-L-alanine,1,0,3,0.564288094,0.321723336,5,0.7,0.188120404,5,0.809395353,0.000801894,13,3,TRUE,+,1,0.01795392
"3,5-Dimethylphenol",Niacin,0.5,0.666666667,3,0.9,0.037386073,5,0.316227766,0.683772234,4,0.778560078,0.002851954,12,3,TRUE,+,1,0.037203596
"3,5-Dimethylphenol",Stearic acid,0.866025404,0.333333333,3,0.9,0.037386073,5,0.5,0.666666667,3,0.8054941,0.002767377,11,3,TRUE,+,1,0.036648788
"3,5-Dimethylphenol",Suberic acid,,,0,0.8,0.104088039,5,0.6,0.28475698,5,0.798600174,0.001840425,12,2,TRUE,+,1,0.029376841
"3,5-Dimethylphenol",Triethyl citrate,,,3,1,1.40E-24,5,0.5,0.666666667,3,0.871596314,0.000472275,11,2,TRUE,+,1,0.012780896
3-Aminobenzoic acid,6-Methyluracil,,,0,0.974679434,0.00481823,5,0.753702346,0.083523281,6,0.884735876,5.87E-05,13,2,TRUE,+,1,0.003915881
3-Aminobenzoic acid,Durapan,,,0,0.820782682,0.088587005,5,0.828571429,0.041562682,6,0.924694938,1.68E-05,12,2,TRUE,+,1,0.001803601
3-Aminobenzoic acid,"Hymexazole, tert-butyldimethylsilyl ether",,,0,0.974679434,0.00481823,5,0.657142857,0.156174927,6,0.844138734,0.000284586,13,2,TRUE,+,1,0.009871503
3-Aminobenzoic acid,"Kojic acid, bis(tert-butyldimethylsilyl) ether",,,0,0.872081599,0.053854218,5,0.828571429,0.041562682,6,0.835862864,0.000371964,13,2,TRUE,+,1,0.011250628
3-Aminobenzoic acid,Methanesulfonic acid,,,0,0.974679434,0.00481823,5,0.885714286,0.018845481,6,0.936642673,2.42E-06,13,2,TRUE,+,1,0.00059038
3-Aminobenzoic acid,Methylthiouracil,,,0,0.820782682,0.088587005,5,0.657142857,0.156174927,6,0.851035292,0.000224993,13,2,TRUE,+,1,0.008614328
3-Aminobenzoic acid,"Oxymorphone, bis(trimethylsilyl) ether",,,0,0.632455532,0.367544468,4,0.441367415,0.38093921,6,0.757532803,0.004319702,12,2,TRUE,+,1,0.046922152
3-Aminobenzoic acid,Phenoxyethanol,,,0,0.974679434,0.00481823,5,0.463816829,0.354164298,6,0.814917127,0.000689948,13,2,TRUE,+,1,0.016169875
3-Aminobenzoic acid,Pinosylvin,,,0,0.820782682,0.088587005,5,0.885714286,0.018845481,6,0.901754386,6.10E-05,12,2,TRUE,+,1,0.003959601
3-Aminobenzoic acid,Xylazine,,,0,1,0,5,0.6,0.208,6,0.73056683,0.004564609,13,2,TRUE,+,1,0.048027375
3-Buten-2-one,"6,7,4'-Trihydroxyisoflavone",0.5,0.666666667,3,0.9,0.037386073,5,0.81167945,0.049857585,6,0.839207048,0.000174804,14,3,TRUE,+,1,0.007725343
3-Buten-2-one,Adenine,,,0,1,1.40E-24,5,0.885714286,0.018845481,6,0.81754386,0.001161973,12,2,TRUE,+,1,0.02208035
3-Buten-2-one,Diacetyl monoxime,0.866025404,0.333333333,3,1,1.40E-24,5,0.542857143,0.265702624,6,0.735915646,0.002695473,14,3,TRUE,+,1,0.036381823
3-Buten-2-one,DL-p-Hydroxyphenyllactic acid,0.5,0.666666667,3,0.8,0.2,4,0.974679434,0.00481823,5,0.750877193,0.004885947,12,3,TRUE,+,1,0.049590441
3-Buten-2-one,Lignoceric acid,0.5,0.666666667,3,0.9,0.037386073,5,0.260896966,0.617533817,6,0.754134968,0.00183303,14,3,TRUE,+,1,0.029376841
3-Buten-2-one,"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",,,0,-0.8,0.2,4,-0.9,0.037386073,5,-0.911585366,0.000240014,10,2,TRUE,-,-1,0.009054949
3-Buten-2-one,Myristic acid,0.5,0.666666667,3,0.9,0.037386073,5,0.88273483,0.019820417,6,0.707186206,0.00467489,14,3,TRUE,+,1,0.048531002
3-Buten-2-one,N-Acetyl-L-alanine,0.5,0.666666667,3,0.564288094,0.321723336,5,0.828571429,0.041562682,6,0.784770124,0.000886565,14,3,TRUE,+,1,0.018576366
3-Buten-2-one,Propylene glycol,1,0,3,0.8,0.2,4,0.927633657,0.007665844,6,0.885362494,5.71E-05,13,3,TRUE,+,1,0.003838052
3-Buten-2-one,Suberic acid,,,0,0.8,0.104088039,5,0.428571429,0.396501458,6,0.743801653,0.003558388,13,2,TRUE,+,1,0.042274307
3-Buten-2-one,Triethyl citrate,,,3,1,1.40E-24,5,1,0,4,0.828935765,0.000859082,12,2,TRUE,+,1,0.018388838
